Region,Date,Sex,Age,Deaths
Midwest,2021-04-10,b,25,485
Midwest,2021-04-10,b,35,1249
Midwest,2021-04-10,b,45,3715
Midwest,2021-04-10,b,5,15
Midwest,2021-04-10,b,55,10655
Midwest,2021-04-10,b,65,22557
Midwest,2021-04-10,b,75,31960
Midwest,2021-04-10,b,85,40689
Midwest,2021-04-10,b,TOT,111462
Midwest,2021-04-10,f,0,5
Midwest,2021-04-10,f,1,2
Midwest,2021-04-10,f,15,61
Midwest,2021-04-10,f,25,191
Midwest,2021-04-10,f,35,457
Midwest,2021-04-10,f,45,1306
Midwest,2021-04-10,f,5,5
Midwest,2021-04-10,f,55,3935
Midwest,2021-04-10,f,65,8790
Midwest,2021-04-10,f,75,13907
Midwest,2021-04-10,f,85,23581
Midwest,2021-04-10,f,TOT,52235
Midwest,2021-04-10,m,0,3
Midwest,2021-04-10,m,1,2
Midwest,2021-04-10,m,15,72
Midwest,2021-04-10,m,25,299
Midwest,2021-04-10,m,35,793
Midwest,2021-04-10,m,45,2409
Midwest,2021-04-10,m,5,5
Midwest,2021-04-10,m,55,6720
Midwest,2021-04-10,m,65,13767
Midwest,2021-04-10,m,75,18053
Midwest,2021-04-10,m,85,17108
Midwest,2021-04-10,m,TOT,59227
Midwest,2021-04-17,b,0,10
Midwest,2021-04-17,b,1,3
Midwest,2021-04-17,b,15,132
Midwest,2021-04-17,b,25,503
Midwest,2021-04-17,b,35,1280
Midwest,2021-04-17,b,45,3806
Midwest,2021-04-17,b,5,17
Midwest,2021-04-17,b,55,10889
Midwest,2021-04-17,b,65,22959
Midwest,2021-04-17,b,75,32369
Midwest,2021-04-17,b,85,41081
Midwest,2021-04-17,b,TOT,113046
Midwest,2021-04-17,f,0,6
Midwest,2021-04-17,f,1,2
Midwest,2021-04-17,f,15,62
Midwest,2021-04-17,f,25,198
Midwest,2021-04-17,f,35,466
Midwest,2021-04-17,f,45,1343
Midwest,2021-04-17,f,5,8
Midwest,2021-04-17,f,55,4023
Midwest,2021-04-17,f,65,8951
Midwest,2021-04-17,f,75,14094
Midwest,2021-04-17,f,85,23795
Midwest,2021-04-17,f,TOT,52942
Midwest,2021-04-17,m,0,4
Midwest,2021-04-17,m,1,2
Midwest,2021-04-17,m,15,74
Midwest,2021-04-17,m,25,310
Midwest,2021-04-17,m,35,815
Midwest,2021-04-17,m,45,2463
Midwest,2021-04-17,m,5,5
Midwest,2021-04-17,m,55,6866
Midwest,2021-04-17,m,65,14008
Midwest,2021-04-17,m,75,18275
Midwest,2021-04-17,m,85,17286
Midwest,2021-04-17,m,TOT,60104
Midwest,2021-04-24,b,0,10
Midwest,2021-04-24,b,1,3
Midwest,2021-04-24,b,15,133
Midwest,2021-04-24,b,25,519
Midwest,2021-04-24,b,35,1318
Midwest,2021-04-24,b,45,3882
Midwest,2021-04-24,b,5,18
Midwest,2021-04-24,b,55,11072
Midwest,2021-04-24,b,65,23193
Midwest,2021-04-24,b,75,32640
Midwest,2021-04-24,b,85,41311
Midwest,2021-04-24,b,TOT,114096
Midwest,2021-04-24,f,0,7
Midwest,2021-04-24,f,1,2
Midwest,2021-04-24,f,15,64
Midwest,2021-04-24,f,25,203
Midwest,2021-04-24,f,35,479
Midwest,2021-04-24,f,45,1372
Midwest,2021-04-24,f,5,9
Midwest,2021-04-24,f,55,4092
Midwest,2021-04-24,f,65,9041
Midwest,2021-04-24,f,75,14219
Midwest,2021-04-24,f,85,23921
Midwest,2021-04-24,f,TOT,53403
Midwest,2021-04-24,m,0,4
Midwest,2021-04-24,m,1,2
Midwest,2021-04-24,m,15,74
Midwest,2021-04-24,m,25,319
Midwest,2021-04-24,m,35,840
Midwest,2021-04-24,m,45,2510
Midwest,2021-04-24,m,5,5
Midwest,2021-04-24,m,55,6980
Midwest,2021-04-24,m,65,14152
Midwest,2021-04-24,m,75,18421
Midwest,2021-04-24,m,85,17390
Midwest,2021-04-24,m,TOT,60693
Midwest,2021-05-01,b,0,11
Midwest,2021-05-01,b,1,3
Midwest,2021-05-01,b,15,134
Midwest,2021-05-01,b,25,533
Midwest,2021-05-01,b,35,1342
Midwest,2021-05-01,b,45,3985
Midwest,2021-05-01,b,5,18
Midwest,2021-05-01,b,55,11271
Midwest,2021-05-01,b,65,23470
Midwest,2021-05-01,b,75,32940
Midwest,2021-05-01,b,85,41554
Midwest,2021-05-01,b,TOT,115258
Midwest,2021-05-01,f,0,7
Midwest,2021-05-01,f,1,3
Midwest,2021-05-01,f,15,66
Midwest,2021-05-01,f,25,210
Midwest,2021-05-01,f,35,487
Midwest,2021-05-01,f,45,1409
Midwest,2021-05-01,f,5,9
Midwest,2021-05-01,f,55,4167
Midwest,2021-05-01,f,65,9167
Midwest,2021-05-01,f,75,14351
Midwest,2021-05-01,f,85,24060
Midwest,2021-05-01,f,TOT,53929
Midwest,2021-05-01,m,0,4
Midwest,2021-05-01,m,1,2
Midwest,2021-05-01,m,15,74
Midwest,2021-05-01,m,25,326
Midwest,2021-05-01,m,35,856
Midwest,2021-05-01,m,45,2576
Midwest,2021-05-01,m,5,5
Midwest,2021-05-01,m,55,7104
Midwest,2021-05-01,m,65,14303
Midwest,2021-05-01,m,75,18589
Midwest,2021-05-01,m,85,17494
Midwest,2021-05-01,m,TOT,61329
Midwest,2021-05-08,b,0,13
Midwest,2021-05-08,b,1,3
Midwest,2021-05-08,b,15,139
Midwest,2021-05-08,b,25,554
Midwest,2021-05-08,b,35,1379
Midwest,2021-05-08,b,45,4104
Midwest,2021-05-08,b,5,17
Midwest,2021-05-08,b,55,11563
Midwest,2021-05-08,b,65,23832
Midwest,2021-05-08,b,75,33290
Midwest,2021-05-08,b,85,41839
Midwest,2021-05-08,b,TOT,116730
Midwest,2021-05-08,f,0,9
Midwest,2021-05-08,f,1,3
Midwest,2021-05-08,f,15,68
Midwest,2021-05-08,f,25,221
Midwest,2021-05-08,f,35,507
Midwest,2021-05-08,f,45,1454
Midwest,2021-05-08,f,5,7
Midwest,2021-05-08,f,55,4278
Midwest,2021-05-08,f,65,9316
Midwest,2021-05-08,f,75,14507
Midwest,2021-05-08,f,85,24213
Midwest,2021-05-08,f,TOT,54577
Midwest,2021-05-08,m,0,4
Midwest,2021-05-08,m,1,2
Midwest,2021-05-08,m,15,77
Midwest,2021-05-08,m,25,336
Midwest,2021-05-08,m,35,873
Midwest,2021-05-08,m,45,2650
Midwest,2021-05-08,m,5,5
Midwest,2021-05-08,m,55,7285
Midwest,2021-05-08,m,65,14516
Midwest,2021-05-08,m,75,18783
Midwest,2021-05-08,m,85,17626
Midwest,2021-05-08,m,TOT,62153
Midwest,2021-05-15,b,0,15
Midwest,2021-05-15,b,1,3
Midwest,2021-05-15,b,15,142
Midwest,2021-05-15,b,25,568
Midwest,2021-05-15,b,35,1418
Midwest,2021-05-15,b,45,4178
Midwest,2021-05-15,b,5,16
Midwest,2021-05-15,b,55,11784
Midwest,2021-05-15,b,65,24092
Midwest,2021-05-15,b,75,33531
Midwest,2021-05-15,b,85,42063
Midwest,2021-05-15,b,TOT,117807
Midwest,2021-05-15,f,0,10
Midwest,2021-05-15,f,1,3
Midwest,2021-05-15,f,15,69
Midwest,2021-05-15,f,25,225
Midwest,2021-05-15,f,35,527
Midwest,2021-05-15,f,45,1486
Midwest,2021-05-15,f,5,9
Midwest,2021-05-15,f,55,4359
Midwest,2021-05-15,f,65,9422
Midwest,2021-05-15,f,75,14625
Midwest,2021-05-15,f,85,24334
Midwest,2021-05-15,f,TOT,55062
Midwest,2021-05-15,m,0,5
Midwest,2021-05-15,m,1,2
Midwest,2021-05-15,m,15,79
Midwest,2021-05-15,m,25,345
Midwest,2021-05-15,m,35,892
Midwest,2021-05-15,m,45,2692
Midwest,2021-05-15,m,5,5
Midwest,2021-05-15,m,55,7425
Midwest,2021-05-15,m,65,14670
Midwest,2021-05-15,m,75,18906
Midwest,2021-05-15,m,85,17729
Midwest,2021-05-15,m,TOT,62745
Midwest,2021-05-22,b,0,14
Midwest,2021-05-22,b,1,3
Midwest,2021-05-22,b,15,148
Midwest,2021-05-22,b,25,579
Midwest,2021-05-22,b,35,1449
Midwest,2021-05-22,b,45,4275
Midwest,2021-05-22,b,5,19
Midwest,2021-05-22,b,55,11985
Midwest,2021-05-22,b,65,24367
Midwest,2021-05-22,b,75,33787
Midwest,2021-05-22,b,85,42277
Midwest,2021-05-22,b,TOT,118900
Midwest,2021-05-22,f,0,10
Midwest,2021-05-22,f,1,3
Midwest,2021-05-22,f,15,72
Midwest,2021-05-22,f,25,229
Midwest,2021-05-22,f,35,536
Midwest,2021-05-22,f,45,1529
Midwest,2021-05-22,f,5,10
Midwest,2021-05-22,f,55,4445
Midwest,2021-05-22,f,65,9540
Midwest,2021-05-22,f,75,14750
Midwest,2021-05-22,f,85,24454
Midwest,2021-05-22,f,TOT,55569
Midwest,2021-05-22,m,0,5
Midwest,2021-05-22,m,1,2
Midwest,2021-05-22,m,15,82
Midwest,2021-05-22,m,25,353
Midwest,2021-05-22,m,35,915
Midwest,2021-05-22,m,45,2746
Midwest,2021-05-22,m,5,6
Midwest,2021-05-22,m,55,7540
Midwest,2021-05-22,m,65,14827
Midwest,2021-05-22,m,75,19037
Midwest,2021-05-22,m,85,17823
Midwest,2021-05-22,m,TOT,63331
Midwest,2021-05-29,b,0,14
Midwest,2021-05-29,b,1,3
Midwest,2021-05-29,b,15,155
Midwest,2021-05-29,b,25,597
Midwest,2021-05-29,b,35,1469
Midwest,2021-05-29,b,45,4353
Midwest,2021-05-29,b,5,19
Midwest,2021-05-29,b,55,12142
Midwest,2021-05-29,b,65,24586
Midwest,2021-05-29,b,75,34002
Midwest,2021-05-29,b,85,42472
Midwest,2021-05-29,b,TOT,119808
Midwest,2021-05-29,f,0,10
Midwest,2021-05-29,f,1,3
Midwest,2021-05-29,f,15,74
Midwest,2021-05-29,f,25,235
Midwest,2021-05-29,f,35,545
Midwest,2021-05-29,f,45,1560
Midwest,2021-05-29,f,5,10
Midwest,2021-05-29,f,55,4515
Midwest,2021-05-29,f,65,9629
Midwest,2021-05-29,f,75,14848
Midwest,2021-05-29,f,85,24558
Midwest,2021-05-29,f,TOT,55979
Midwest,2021-05-29,m,0,5
Midwest,2021-05-29,m,1,2
Midwest,2021-05-29,m,15,86
Midwest,2021-05-29,m,25,364
Midwest,2021-05-29,m,35,926
Midwest,2021-05-29,m,45,2793
Midwest,2021-05-29,m,5,6
Midwest,2021-05-29,m,55,7627
Midwest,2021-05-29,m,65,14957
Midwest,2021-05-29,m,75,19154
Midwest,2021-05-29,m,85,17914
Midwest,2021-05-29,m,TOT,63829
Midwest,2021-06-05,b,0,16
Midwest,2021-06-05,b,1,3
Midwest,2021-06-05,b,15,157
Midwest,2021-06-05,b,25,614
Midwest,2021-06-05,b,35,1497
Midwest,2021-06-05,b,45,4428
Midwest,2021-06-05,b,5,17
Midwest,2021-06-05,b,55,12307
Midwest,2021-06-05,b,65,24837
Midwest,2021-06-05,b,75,34211
Midwest,2021-06-05,b,85,42617
Midwest,2021-06-05,b,TOT,120701
Midwest,2021-06-05,f,0,10
Midwest,2021-06-05,f,1,3
Midwest,2021-06-05,f,15,74
Midwest,2021-06-05,f,25,243
Midwest,2021-06-05,f,35,559
Midwest,2021-06-05,f,45,1587
Midwest,2021-06-05,f,5,10
Midwest,2021-06-05,f,55,4590
Midwest,2021-06-05,f,65,9750
Midwest,2021-06-05,f,75,14938
Midwest,2021-06-05,f,85,24637
Midwest,2021-06-05,f,TOT,56393
Midwest,2021-06-05,m,0,6
Midwest,2021-06-05,m,1,2
Midwest,2021-06-05,m,15,88
Midwest,2021-06-05,m,25,373
Midwest,2021-06-05,m,35,940
Midwest,2021-06-05,m,45,2841
Midwest,2021-06-05,m,5,6
Midwest,2021-06-05,m,55,7717
Midwest,2021-06-05,m,65,15087
Midwest,2021-06-05,m,75,19273
Midwest,2021-06-05,m,85,17980
Midwest,2021-06-05,m,TOT,64308
Midwest,2021-06-12,b,0,16
Midwest,2021-06-12,b,1,3
Midwest,2021-06-12,b,15,162
Midwest,2021-06-12,b,25,625
Midwest,2021-06-12,b,35,1527
Midwest,2021-06-12,b,45,4504
Midwest,2021-06-12,b,5,19
Midwest,2021-06-12,b,55,12468
Midwest,2021-06-12,b,65,25056
Midwest,2021-06-12,b,75,34414
Midwest,2021-06-12,b,85,42802
Midwest,2021-06-12,b,TOT,121593
Midwest,2021-06-12,f,0,10
Midwest,2021-06-12,f,1,3
Midwest,2021-06-12,f,15,75
Midwest,2021-06-12,f,25,246
Midwest,2021-06-12,f,35,570
Midwest,2021-06-12,f,45,1614
Midwest,2021-06-12,f,5,12
Midwest,2021-06-12,f,55,4656
Midwest,2021-06-12,f,65,9853
Midwest,2021-06-12,f,75,15036
Midwest,2021-06-12,f,85,24739
Midwest,2021-06-12,f,TOT,56807
Midwest,2021-06-12,m,0,6
Midwest,2021-06-12,m,1,2
Midwest,2021-06-12,m,15,89
Midwest,2021-06-12,m,25,383
Midwest,2021-06-12,m,35,959
Midwest,2021-06-12,m,45,2890
Midwest,2021-06-12,m,5,6
Midwest,2021-06-12,m,55,7812
Midwest,2021-06-12,m,65,15203
Midwest,2021-06-12,m,75,19378
Midwest,2021-06-12,m,85,18063
Midwest,2021-06-12,m,TOT,64786
Midwest,2021-06-19,b,0,17
Midwest,2021-06-19,b,1,3
Midwest,2021-06-19,b,15,163
Midwest,2021-06-19,b,25,636
Midwest,2021-06-19,b,35,1540
Midwest,2021-06-19,b,45,4554
Midwest,2021-06-19,b,5,19
Midwest,2021-06-19,b,55,12589
Midwest,2021-06-19,b,65,25212
Midwest,2021-06-19,b,75,34538
Midwest,2021-06-19,b,85,42904
Midwest,2021-06-19,b,TOT,122172
Midwest,2021-06-19,f,0,10
Midwest,2021-06-19,f,1,3
Midwest,2021-06-19,f,15,75
Midwest,2021-06-19,f,25,250
Midwest,2021-06-19,f,35,577
Midwest,2021-06-19,f,45,1634
Midwest,2021-06-19,f,5,12
Midwest,2021-06-19,f,55,4708
Midwest,2021-06-19,f,65,9919
Midwest,2021-06-19,f,75,15091
Midwest,2021-06-19,f,85,24795
Midwest,2021-06-19,f,TOT,57067
Midwest,2021-06-19,m,0,7
Midwest,2021-06-19,m,1,2
Midwest,2021-06-19,m,15,90
Midwest,2021-06-19,m,25,390
Midwest,2021-06-19,m,35,965
Midwest,2021-06-19,m,45,2920
Midwest,2021-06-19,m,5,6
Midwest,2021-06-19,m,55,7881
Midwest,2021-06-19,m,65,15293
Midwest,2021-06-19,m,75,19447
Midwest,2021-06-19,m,85,18109
Midwest,2021-06-19,m,TOT,65105
Northeast,2020-09-26,b,TOT,69120
Northeast,2020-09-26,f,0,2
Northeast,2020-09-26,f,1,2
Northeast,2020-09-26,f,15,20
Northeast,2020-09-26,f,25,127
Northeast,2020-09-26,f,35,285
Northeast,2020-09-26,f,45,903
Northeast,2020-09-26,f,5,2
Northeast,2020-09-26,f,55,2708
Northeast,2020-09-26,f,65,5156
Northeast,2020-09-26,f,75,8252
Northeast,2020-09-26,f,85,14902
Northeast,2020-09-26,f,TOT,32356
Northeast,2020-09-26,m,0,2
Northeast,2020-09-26,m,1,1
Northeast,2020-09-26,m,15,62
Northeast,2020-09-26,m,25,282
Northeast,2020-09-26,m,35,847
Northeast,2020-09-26,m,45,2324
Northeast,2020-09-26,m,5,6
Northeast,2020-09-26,m,55,5555
Northeast,2020-09-26,m,65,8747
Northeast,2020-09-26,m,75,9820
Northeast,2020-09-26,m,85,9118
Northeast,2020-09-26,m,TOT,36763
Northeast,2020-10-03,b,TOT,69435
Northeast,2020-10-03,f,0,2
Northeast,2020-10-03,f,1,2
Northeast,2020-10-03,f,15,21
Northeast,2020-10-03,f,25,127
Northeast,2020-10-03,f,35,287
Northeast,2020-10-03,f,45,907
Northeast,2020-10-03,f,5,2
Northeast,2020-10-03,f,55,2716
Northeast,2020-10-03,f,65,5184
Northeast,2020-10-03,f,75,8292
Northeast,2020-10-03,f,85,14962
Northeast,2020-10-03,f,TOT,32499
Northeast,2020-10-03,m,0,3
Northeast,2020-10-03,m,1,1
Northeast,2020-10-03,m,15,63
Northeast,2020-10-03,m,25,285
Northeast,2020-10-03,m,35,849
Northeast,2020-10-03,m,45,2331
Northeast,2020-10-03,m,5,6
Northeast,2020-10-03,m,55,5571
Northeast,2020-10-03,m,65,8785
Northeast,2020-10-03,m,75,9878
Northeast,2020-10-03,m,85,9164
Northeast,2020-10-03,m,TOT,36935
Northeast,2020-10-10,b,TOT,69750
Northeast,2020-10-10,f,0,2
Northeast,2020-10-10,f,1,2
Northeast,2020-10-10,f,15,20
Northeast,2020-10-10,f,25,130
Northeast,2020-10-10,f,35,288
Northeast,2020-10-10,f,45,911
Northeast,2020-10-10,f,5,3
Northeast,2020-10-10,f,55,2730
Northeast,2020-10-10,f,65,5202
Northeast,2020-10-10,f,75,8327
Northeast,2020-10-10,f,85,15029
Northeast,2020-10-10,f,TOT,32641
Northeast,2020-10-10,m,0,3
Northeast,2020-10-10,m,1,1
Northeast,2020-10-10,m,15,63
Northeast,2020-10-10,m,25,288
Northeast,2020-10-10,m,35,855
Northeast,2020-10-10,m,45,2338
Northeast,2020-10-10,m,5,6
Northeast,2020-10-10,m,55,5594
Northeast,2020-10-10,m,65,8816
Northeast,2020-10-10,m,75,9924
Northeast,2020-10-10,m,85,9219
Northeast,2020-10-10,m,TOT,37106
Northeast,2020-10-17,b,TOT,70113
Northeast,2020-10-17,f,0,2
Northeast,2020-10-17,f,1,2
Northeast,2020-10-17,f,15,20
Northeast,2020-10-17,f,25,130
Northeast,2020-10-17,f,35,288
Northeast,2020-10-17,f,45,916
Northeast,2020-10-17,f,5,3
Northeast,2020-10-17,f,55,2737
Northeast,2020-10-17,f,65,5226
Northeast,2020-10-17,f,75,8374
Northeast,2020-10-17,f,85,15123
Northeast,2020-10-17,f,TOT,32818
Northeast,2020-10-17,m,0,3
Northeast,2020-10-17,m,1,1
Northeast,2020-10-17,m,15,65
Northeast,2020-10-17,m,25,289
Northeast,2020-10-17,m,35,857
Northeast,2020-10-17,m,45,2347
Northeast,2020-10-17,m,5,6
Northeast,2020-10-17,m,55,5617
Northeast,2020-10-17,m,65,8872
Northeast,2020-10-17,m,75,9972
Northeast,2020-10-17,m,85,9265
Northeast,2020-10-17,m,TOT,37293
Northeast,2020-10-24,b,TOT,70577
Northeast,2020-10-24,f,0,2
Northeast,2020-10-24,f,1,2
Northeast,2020-10-24,f,15,20
Northeast,2020-10-24,f,25,131
Northeast,2020-10-24,f,35,291
Northeast,2020-10-24,f,45,922
Northeast,2020-10-24,f,5,3
Northeast,2020-10-24,f,55,2747
Northeast,2020-10-24,f,65,5266
Northeast,2020-10-24,f,75,8428
Northeast,2020-10-24,f,85,15237
Northeast,2020-10-24,f,TOT,33046
Northeast,2020-10-24,m,0,3
Northeast,2020-10-24,m,1,1
Northeast,2020-10-24,m,15,65
Northeast,2020-10-24,m,25,290
Northeast,2020-10-24,m,35,859
Northeast,2020-10-24,m,45,2354
Northeast,2020-10-24,m,5,6
Northeast,2020-10-24,m,55,5657
Northeast,2020-10-24,m,65,8915
Northeast,2020-10-24,m,75,10043
Northeast,2020-10-24,m,85,9337
Northeast,2020-10-24,m,TOT,37529
Northeast,2020-10-31,b,TOT,71008
Northeast,2020-10-31,f,0,2
Northeast,2020-10-31,f,1,2
Northeast,2020-10-31,f,15,20
Northeast,2020-10-31,f,25,133
Northeast,2020-10-31,f,35,294
Northeast,2020-10-31,f,45,929
Northeast,2020-10-31,f,5,3
Northeast,2020-10-31,f,55,2764
Northeast,2020-10-31,f,65,5300
Northeast,2020-10-31,f,75,8481
Northeast,2020-10-31,f,85,15340
Northeast,2020-10-31,f,TOT,33265
Northeast,2020-10-31,m,0,3
Northeast,2020-10-31,m,1,1
Northeast,2020-10-31,m,15,66
Northeast,2020-10-31,m,25,292
Northeast,2020-10-31,m,35,861
Northeast,2020-10-31,m,45,2364
Northeast,2020-10-31,m,5,6
Northeast,2020-10-31,m,55,5676
Northeast,2020-10-31,m,65,8963
Northeast,2020-10-31,m,75,10104
Northeast,2020-10-31,m,85,9406
Northeast,2020-10-31,m,TOT,37741
Northeast,2020-11-07,b,TOT,71584
Northeast,2020-11-07,f,0,2
Northeast,2020-11-07,f,1,2
Northeast,2020-11-07,f,15,20
Northeast,2020-11-07,f,25,136
Northeast,2020-11-07,f,35,294
Northeast,2020-11-07,f,45,937
Northeast,2020-11-07,f,5,3
Northeast,2020-11-07,f,55,2778
Northeast,2020-11-07,f,65,5344
Northeast,2020-11-07,f,75,8552
Northeast,2020-11-07,f,85,15463
Northeast,2020-11-07,f,TOT,33529
Northeast,2020-11-07,m,0,3
Northeast,2020-11-07,m,1,1
Northeast,2020-11-07,m,15,67
Northeast,2020-11-07,m,25,296
Northeast,2020-11-07,m,35,863
Northeast,2020-11-07,m,45,2375
Northeast,2020-11-07,m,5,6
Northeast,2020-11-07,m,55,5706
Northeast,2020-11-07,m,65,9034
Northeast,2020-11-07,m,75,10202
Northeast,2020-11-07,m,85,9501
Northeast,2020-11-07,m,TOT,38053
Northeast,2020-11-14,b,TOT,72208
Northeast,2020-11-14,f,0,2
Northeast,2020-11-14,f,1,2
Northeast,2020-11-14,f,15,20
Northeast,2020-11-14,f,25,136
Northeast,2020-11-14,f,35,298
Northeast,2020-11-14,f,45,944
Northeast,2020-11-14,f,5,3
Northeast,2020-11-14,f,55,2797
Northeast,2020-11-14,f,65,5387
Northeast,2020-11-14,f,75,8615
Northeast,2020-11-14,f,85,15612
Northeast,2020-11-14,f,TOT,33814
Northeast,2020-11-14,m,0,4
Northeast,2020-11-14,m,1,1
Northeast,2020-11-14,m,15,68
Northeast,2020-11-14,m,25,296
Northeast,2020-11-14,m,35,870
Northeast,2020-11-14,m,45,2384
Northeast,2020-11-14,m,5,6
Northeast,2020-11-14,m,55,5747
Northeast,2020-11-14,m,65,9104
Northeast,2020-11-14,m,75,10300
Northeast,2020-11-14,m,85,9613
Northeast,2020-11-14,m,TOT,38392
Northeast,2020-11-21,b,TOT,73194
Northeast,2020-11-21,f,0,2
Northeast,2020-11-21,f,1,2
Northeast,2020-11-21,f,15,21
Northeast,2020-11-21,f,25,138
Northeast,2020-11-21,f,35,300
Northeast,2020-11-21,f,45,950
Northeast,2020-11-21,f,5,3
Northeast,2020-11-21,f,55,2826
Northeast,2020-11-21,f,65,5453
Northeast,2020-11-21,f,75,8724
Northeast,2020-11-21,f,85,15854
Northeast,2020-11-21,f,TOT,34270
Northeast,2020-11-21,m,0,4
Northeast,2020-11-21,m,1,1
Northeast,2020-11-21,m,15,68
Northeast,2020-11-21,m,25,299
Northeast,2020-11-21,m,35,877
Northeast,2020-11-21,m,45,2409
Northeast,2020-11-21,m,5,6
Northeast,2020-11-21,m,55,5796
Northeast,2020-11-21,m,65,9210
Northeast,2020-11-21,m,75,10468
Northeast,2020-11-21,m,85,9786
Northeast,2020-11-21,m,TOT,38922
Northeast,2020-11-28,b,TOT,74383
Northeast,2020-11-28,f,0,2
Northeast,2020-11-28,f,1,2
Northeast,2020-11-28,f,15,22
Northeast,2020-11-28,f,25,141
Northeast,2020-11-28,f,35,301
Northeast,2020-11-28,f,45,961
Northeast,2020-11-28,f,5,3
Northeast,2020-11-28,f,55,2856
Northeast,2020-11-28,f,65,5538
Northeast,2020-11-28,f,75,8864
Northeast,2020-11-28,f,85,16129
Northeast,2020-11-28,f,TOT,34817
Northeast,2020-11-28,m,0,4
Northeast,2020-11-28,m,1,1
Northeast,2020-11-28,m,15,69
Northeast,2020-11-28,m,25,303
Northeast,2020-11-28,m,35,882
Northeast,2020-11-28,m,45,2433
Northeast,2020-11-28,m,5,6
Northeast,2020-11-28,m,55,5871
Northeast,2020-11-28,m,65,9339
Northeast,2020-11-28,m,75,10684
Northeast,2020-11-28,m,85,9974
Northeast,2020-11-28,m,TOT,39564
Northeast,2020-12-05,b,TOT,76287
Northeast,2020-12-05,f,0,2
Northeast,2020-12-05,f,1,2
Northeast,2020-12-05,f,15,22
Northeast,2020-12-05,f,25,143
Northeast,2020-12-05,f,35,305
Northeast,2020-12-05,f,45,977
Northeast,2020-12-05,f,5,4
Northeast,2020-12-05,f,55,2906
Northeast,2020-12-05,f,65,5660
Northeast,2020-12-05,f,75,9078
Northeast,2020-12-05,f,85,16613
Northeast,2020-12-05,f,TOT,35709
Northeast,2020-12-05,m,0,4
Northeast,2020-12-05,m,1,1
Northeast,2020-12-05,m,15,69
Northeast,2020-12-05,m,25,309
Northeast,2020-12-05,m,35,891
Northeast,2020-12-05,m,45,2457
Northeast,2020-12-05,m,5,6
Northeast,2020-12-05,m,55,5959
Northeast,2020-12-05,m,65,9567
Northeast,2020-12-05,m,75,11002
Northeast,2020-12-05,m,85,10312
Northeast,2020-12-05,m,TOT,40576
Northeast,2020-12-12,b,TOT,78533
Northeast,2020-12-12,f,0,2
Northeast,2020-12-12,f,1,2
Northeast,2020-12-12,f,15,23
Northeast,2020-12-12,f,25,145
Northeast,2020-12-12,f,35,309
Northeast,2020-12-12,f,45,994
Northeast,2020-12-12,f,5,5
Northeast,2020-12-12,f,55,2987
Northeast,2020-12-12,f,65,5831
Northeast,2020-12-12,f,75,9380
Northeast,2020-12-12,f,85,17125
Northeast,2020-12-12,f,TOT,36799
Northeast,2020-12-12,m,0,4
Northeast,2020-12-12,m,1,1
Northeast,2020-12-12,m,15,69
Northeast,2020-12-12,m,25,318
Northeast,2020-12-12,m,35,906
Northeast,2020-12-12,m,45,2487
Northeast,2020-12-12,m,5,6
Northeast,2020-12-12,m,55,6074
Northeast,2020-12-12,m,65,9834
Northeast,2020-12-12,m,75,11370
Northeast,2020-12-12,m,85,10664
Northeast,2020-12-12,m,TOT,41731
Northeast,2020-12-19,b,TOT,81221
Northeast,2020-12-19,f,0,2
Northeast,2020-12-19,f,1,2
Northeast,2020-12-19,f,15,23
Northeast,2020-12-19,f,25,147
Northeast,2020-12-19,f,35,313
Northeast,2020-12-19,f,45,1024
Northeast,2020-12-19,f,5,5
Northeast,2020-12-19,f,55,3062
Northeast,2020-12-19,f,65,5998
Northeast,2020-12-19,f,75,9725
Northeast,2020-12-19,f,85,17798
Northeast,2020-12-19,f,TOT,38096
Northeast,2020-12-19,m,0,4
Northeast,2020-12-19,m,1,1
Northeast,2020-12-19,m,15,69
Northeast,2020-12-19,m,25,322
Northeast,2020-12-19,m,35,919
Northeast,2020-12-19,m,45,2532
Northeast,2020-12-19,m,5,6
Northeast,2020-12-19,m,55,6216
Northeast,2020-12-19,m,65,10123
Northeast,2020-12-19,m,75,11790
Northeast,2020-12-19,m,85,11142
Northeast,2020-12-19,m,TOT,43122
Northeast,2020-12-26,b,TOT,83346
Northeast,2020-12-26,f,0,2
Northeast,2020-12-26,f,1,2
Northeast,2020-12-26,f,15,24
Northeast,2020-12-26,f,25,148
Northeast,2020-12-26,f,35,316
Northeast,2020-12-26,f,45,1049
Northeast,2020-12-26,f,5,5
Northeast,2020-12-26,f,55,3122
Northeast,2020-12-26,f,65,6165
Northeast,2020-12-26,f,75,9976
Northeast,2020-12-26,f,85,18291
Northeast,2020-12-26,f,TOT,39097
Northeast,2020-12-26,m,0,4
Northeast,2020-12-26,m,1,2
Northeast,2020-12-26,m,15,71
Northeast,2020-12-26,m,25,323
Northeast,2020-12-26,m,35,928
Northeast,2020-12-26,m,45,2573
Northeast,2020-12-26,m,5,6
Northeast,2020-12-26,m,55,6340
Northeast,2020-12-26,m,65,10388
Northeast,2020-12-26,m,75,12117
Northeast,2020-12-26,m,85,11496
Northeast,2020-12-26,m,TOT,44246
Northeast,2021-01-02,b,TOT,85004
Northeast,2021-01-02,f,0,2
Northeast,2021-01-02,f,1,2
Northeast,2021-01-02,f,15,26
