Region,Date,Sex,Age,Deaths
Northeast,2021-06-12,m,TOT,71458
Northeast,2021-06-19,b,0,10
Northeast,2021-06-19,b,1,5
Northeast,2021-06-19,b,15,151
Northeast,2021-06-19,b,25,743
Northeast,2021-06-19,b,35,1916
Northeast,2021-06-19,b,45,5718
Northeast,2021-06-19,b,5,26
Northeast,2021-06-19,b,55,15424
Northeast,2021-06-19,b,65,27387
Northeast,2021-06-19,b,75,35952
Northeast,2021-06-19,b,85,47356
Northeast,2021-06-19,b,TOT,134686
Northeast,2021-06-19,f,0,4
Northeast,2021-06-19,f,1,3
Northeast,2021-06-19,f,15,51
Northeast,2021-06-19,f,25,237
Northeast,2021-06-19,f,35,573
Northeast,2021-06-19,f,45,1799
Northeast,2021-06-19,f,5,8
Northeast,2021-06-19,f,55,5326
Northeast,2021-06-19,f,65,10515
Northeast,2021-06-19,f,75,16239
Northeast,2021-06-19,f,85,28256
Northeast,2021-06-19,f,TOT,63006
Northeast,2021-06-19,m,0,8
Northeast,2021-06-19,m,1,4
Northeast,2021-06-19,m,15,105
Northeast,2021-06-19,m,25,504
Northeast,2021-06-19,m,35,1345
Northeast,2021-06-19,m,45,3919
Northeast,2021-06-19,m,5,13
Northeast,2021-06-19,m,55,10100
Northeast,2021-06-19,m,65,16872
Northeast,2021-06-19,m,75,19713
Northeast,2021-06-19,m,85,19100
Northeast,2021-06-19,m,TOT,71680
South,2020-09-26,b,TOT,67111
South,2020-09-26,f,0,2
South,2020-09-26,f,1,2
South,2020-09-26,f,15,63
South,2020-09-26,f,25,206
South,2020-09-26,f,35,579
South,2020-09-26,f,45,1432
South,2020-09-26,f,5,7
South,2020-09-26,f,55,3509
South,2020-09-26,f,65,6289
South,2020-09-26,f,75,8143
South,2020-09-26,f,85,10537
South,2020-09-26,f,TOT,30764
South,2020-09-26,m,0,8
South,2020-09-26,m,1,4
South,2020-09-26,m,15,98
South,2020-09-26,m,25,381
South,2020-09-26,m,35,994
South,2020-09-26,m,45,2512
South,2020-09-26,m,5,8
South,2020-09-26,m,55,5679
South,2020-09-26,m,65,9213
South,2020-09-26,m,75,10091
South,2020-09-26,m,85,7367
South,2020-09-26,m,TOT,36345
South,2020-10-03,b,TOT,69578
South,2020-10-03,f,0,2
South,2020-10-03,f,1,2
South,2020-10-03,f,15,63
South,2020-10-03,f,25,216
South,2020-10-03,f,35,596
South,2020-10-03,f,45,1476
South,2020-10-03,f,5,8
South,2020-10-03,f,55,3659
South,2020-10-03,f,65,6549
South,2020-10-03,f,75,8447
South,2020-10-03,f,85,10897
South,2020-10-03,f,TOT,31911
South,2020-10-03,m,0,9
South,2020-10-03,m,1,4
South,2020-10-03,m,15,98
South,2020-10-03,m,25,394
South,2020-10-03,m,35,1030
South,2020-10-03,m,45,2611
South,2020-10-03,m,5,9
South,2020-10-03,m,55,5905
South,2020-10-03,m,65,9544
South,2020-10-03,m,75,10445
South,2020-10-03,m,85,7625
South,2020-10-03,m,TOT,37664
South,2020-10-10,b,TOT,71907
South,2020-10-10,f,0,2
South,2020-10-10,f,1,2
South,2020-10-10,f,15,63
South,2020-10-10,f,25,224
South,2020-10-10,f,35,613
South,2020-10-10,f,45,1526
South,2020-10-10,f,5,8
South,2020-10-10,f,55,3794
South,2020-10-10,f,65,6789
South,2020-10-10,f,75,8729
South,2020-10-10,f,85,11224
South,2020-10-10,f,TOT,32970
South,2020-10-10,m,0,9
South,2020-10-10,m,1,4
South,2020-10-10,m,15,99
South,2020-10-10,m,25,405
South,2020-10-10,m,35,1056
South,2020-10-10,m,45,2691
South,2020-10-10,m,5,9
South,2020-10-10,m,55,6107
South,2020-10-10,m,65,9884
South,2020-10-10,m,75,10817
South,2020-10-10,m,85,7862
South,2020-10-10,m,TOT,38934
South,2020-10-17,b,TOT,74063
South,2020-10-17,f,0,2
South,2020-10-17,f,1,2
South,2020-10-17,f,15,66
South,2020-10-17,f,25,235
South,2020-10-17,f,35,639
South,2020-10-17,f,45,1575
South,2020-10-17,f,5,9
South,2020-10-17,f,55,3904
South,2020-10-17,f,65,6997
South,2020-10-17,f,75,8985
South,2020-10-17,f,85,11543
South,2020-10-17,f,TOT,33955
South,2020-10-17,m,0,10
South,2020-10-17,m,1,4
South,2020-10-17,m,15,100
South,2020-10-17,m,25,412
South,2020-10-17,m,35,1076
South,2020-10-17,m,45,2767
South,2020-10-17,m,5,9
South,2020-10-17,m,55,6277
South,2020-10-17,m,65,10217
South,2020-10-17,m,75,11141
South,2020-10-17,m,85,8102
South,2020-10-17,m,TOT,40105
South,2020-10-24,b,TOT,76065
South,2020-10-24,f,0,2
South,2020-10-24,f,1,2
South,2020-10-24,f,15,68
South,2020-10-24,f,25,239
South,2020-10-24,f,35,657
South,2020-10-24,f,45,1598
South,2020-10-24,f,5,9
South,2020-10-24,f,55,4010
South,2020-10-24,f,65,7195
South,2020-10-24,f,75,9229
South,2020-10-24,f,85,11818
South,2020-10-24,f,TOT,34825
South,2020-10-24,m,0,12
South,2020-10-24,m,1,4
South,2020-10-24,m,15,99
South,2020-10-24,m,25,425
South,2020-10-24,m,35,1089
South,2020-10-24,m,45,2819
South,2020-10-24,m,5,11
South,2020-10-24,m,55,6434
South,2020-10-24,m,65,10517
South,2020-10-24,m,75,11501
South,2020-10-24,m,85,8336
South,2020-10-24,m,TOT,41237
South,2020-10-31,b,TOT,78202
South,2020-10-31,f,0,2
South,2020-10-31,f,1,2
South,2020-10-31,f,15,69
South,2020-10-31,f,25,242
South,2020-10-31,f,35,668
South,2020-10-31,f,45,1639
South,2020-10-31,f,5,9
South,2020-10-31,f,55,4134
South,2020-10-31,f,65,7411
South,2020-10-31,f,75,9523
South,2020-10-31,f,85,12107
South,2020-10-31,f,TOT,35804
South,2020-10-31,m,0,11
South,2020-10-31,m,1,4
South,2020-10-31,m,15,102
South,2020-10-31,m,25,431
South,2020-10-31,m,35,1110
South,2020-10-31,m,45,2885
South,2020-10-31,m,5,12
South,2020-10-31,m,55,6586
South,2020-10-31,m,65,10790
South,2020-10-31,m,75,11879
South,2020-10-31,m,85,8595
South,2020-10-31,m,TOT,42395
South,2020-11-07,b,TOT,80714
South,2020-11-07,f,0,2
South,2020-11-07,f,1,2
South,2020-11-07,f,15,72
South,2020-11-07,f,25,250
South,2020-11-07,f,35,688
South,2020-11-07,f,45,1687
South,2020-11-07,f,5,9
South,2020-11-07,f,55,4255
South,2020-11-07,f,65,7648
South,2020-11-07,f,75,9841
South,2020-11-07,f,85,12480
South,2020-11-07,f,TOT,36933
South,2020-11-07,m,0,13
South,2020-11-07,m,1,6
South,2020-11-07,m,15,110
South,2020-11-07,m,25,443
South,2020-11-07,m,35,1137
South,2020-11-07,m,45,2957
South,2020-11-07,m,5,11
South,2020-11-07,m,55,6783
South,2020-11-07,m,65,11156
South,2020-11-07,m,75,12274
South,2020-11-07,m,85,8900
South,2020-11-07,m,TOT,43778
South,2020-11-14,b,TOT,84201
South,2020-11-14,f,0,3
South,2020-11-14,f,1,3
South,2020-11-14,f,15,74
South,2020-11-14,f,25,265
South,2020-11-14,f,35,722
South,2020-11-14,f,45,1758
South,2020-11-14,f,5,10
South,2020-11-14,f,55,4441
South,2020-11-14,f,65,7966
South,2020-11-14,f,75,10313
South,2020-11-14,f,85,13021
South,2020-11-14,f,TOT,38572
South,2020-11-14,m,0,13
South,2020-11-14,m,1,6
South,2020-11-14,m,15,111
South,2020-11-14,m,25,457
South,2020-11-14,m,35,1184
South,2020-11-14,m,45,3057
South,2020-11-14,m,5,11
South,2020-11-14,m,55,7057
South,2020-11-14,m,65,11633
South,2020-11-14,m,75,12814
South,2020-11-14,m,85,9295
South,2020-11-14,m,TOT,45626
South,2020-11-21,b,TOT,87378
South,2020-11-21,f,0,4
South,2020-11-21,f,1,3
South,2020-11-21,f,15,76
South,2020-11-21,f,25,273
South,2020-11-21,f,35,739
South,2020-11-21,f,45,1821
South,2020-11-21,f,5,10
South,2020-11-21,f,55,4568
South,2020-11-21,f,65,8275
South,2020-11-21,f,75,10746
South,2020-11-21,f,85,13512
South,2020-11-21,f,TOT,40022
South,2020-11-21,m,0,14
South,2020-11-21,m,1,5
South,2020-11-21,m,15,112
South,2020-11-21,m,25,462
South,2020-11-21,m,35,1211
South,2020-11-21,m,45,3149
South,2020-11-21,m,5,11
South,2020-11-21,m,55,7308
South,2020-11-21,m,65,12080
South,2020-11-21,m,75,13337
South,2020-11-21,m,85,9673
South,2020-11-21,m,TOT,47353
South,2020-11-28,b,TOT,90246
South,2020-11-28,f,0,4
South,2020-11-28,f,1,3
South,2020-11-28,f,15,78
South,2020-11-28,f,25,279
South,2020-11-28,f,35,750
South,2020-11-28,f,45,1879
South,2020-11-28,f,5,10
South,2020-11-28,f,55,4707
South,2020-11-28,f,65,8511
South,2020-11-28,f,75,11108
South,2020-11-28,f,85,13980
South,2020-11-28,f,TOT,41305
South,2020-11-28,m,0,14
South,2020-11-28,m,1,6
South,2020-11-28,m,15,113
South,2020-11-28,m,25,471
South,2020-11-28,m,35,1241
South,2020-11-28,m,45,3216
South,2020-11-28,m,5,13
South,2020-11-28,m,55,7516
South,2020-11-28,m,65,12484
South,2020-11-28,m,75,13805
South,2020-11-28,m,85,10069
South,2020-11-28,m,TOT,48937
South,2020-12-05,b,TOT,93536
South,2020-12-05,f,0,4
South,2020-12-05,f,1,2
South,2020-12-05,f,15,80
South,2020-12-05,f,25,288
South,2020-12-05,f,35,771
South,2020-12-05,f,45,1934
South,2020-12-05,f,5,10
South,2020-12-05,f,55,4839
South,2020-12-05,f,65,8830
South,2020-12-05,f,75,11544
South,2020-12-05,f,85,14491
South,2020-12-05,f,TOT,42789
South,2020-12-05,m,0,14
South,2020-12-05,m,1,7
South,2020-12-05,m,15,116
South,2020-12-05,m,25,482
South,2020-12-05,m,35,1270
South,2020-12-05,m,45,3295
South,2020-12-05,m,5,12
South,2020-12-05,m,55,7733
South,2020-12-05,m,65,12927
South,2020-12-05,m,75,14406
South,2020-12-05,m,85,10492
South,2020-12-05,m,TOT,50743
South,2020-12-12,b,TOT,98208
South,2020-12-12,f,0,5
South,2020-12-12,f,1,2
South,2020-12-12,f,15,83
South,2020-12-12,f,25,290
South,2020-12-12,f,35,796
South,2020-12-12,f,45,1996
South,2020-12-12,f,5,10
South,2020-12-12,f,55,5044
South,2020-12-12,f,65,9233
South,2020-12-12,f,75,12182
South,2020-12-12,f,85,15186
South,2020-12-12,f,TOT,44822
South,2020-12-12,m,0,14
South,2020-12-12,m,1,8
South,2020-12-12,m,15,118
South,2020-12-12,m,25,496
South,2020-12-12,m,35,1317
South,2020-12-12,m,45,3427
South,2020-12-12,m,5,11
South,2020-12-12,m,55,8053
South,2020-12-12,m,65,13608
South,2020-12-12,m,75,15224
South,2020-12-12,m,85,11117
South,2020-12-12,m,TOT,53382
South,2020-12-19,b,TOT,102743
South,2020-12-19,f,0,5
South,2020-12-19,f,1,2
South,2020-12-19,f,15,86
South,2020-12-19,f,25,298
South,2020-12-19,f,35,812
South,2020-12-19,f,45,2062
South,2020-12-19,f,5,10
South,2020-12-19,f,55,5271
South,2020-12-19,f,65,9639
South,2020-12-19,f,75,12747
South,2020-12-19,f,85,15894
South,2020-12-19,f,TOT,46821
South,2020-12-19,m,0,14
South,2020-12-19,m,1,8
South,2020-12-19,m,15,118
South,2020-12-19,m,25,510
South,2020-12-19,m,35,1366
South,2020-12-19,m,45,3568
South,2020-12-19,m,5,14
South,2020-12-19,m,55,8384
South,2020-12-19,m,65,14271
South,2020-12-19,m,75,16026
South,2020-12-19,m,85,11652
South,2020-12-19,m,TOT,55918
South,2020-12-26,b,TOT,105765
South,2020-12-26,f,0,5
South,2020-12-26,f,1,2
South,2020-12-26,f,15,88
South,2020-12-26,f,25,309
South,2020-12-26,f,35,829
South,2020-12-26,f,45,2110
South,2020-12-26,f,5,10
South,2020-12-26,f,55,5400
South,2020-12-26,f,65,9919
South,2020-12-26,f,75,13136
South,2020-12-26,f,85,16331
South,2020-12-26,f,TOT,48134
South,2020-12-26,m,0,14
South,2020-12-26,m,1,8
South,2020-12-26,m,15,121
South,2020-12-26,m,25,519
South,2020-12-26,m,35,1391
South,2020-12-26,m,45,3658
South,2020-12-26,m,5,12
South,2020-12-26,m,55,8603
South,2020-12-26,m,65,14715
South,2020-12-26,m,75,16552
South,2020-12-26,m,85,12045
South,2020-12-26,m,TOT,57627
South,2021-01-02,b,TOT,109541
South,2021-01-02,f,0,5
South,2021-01-02,f,1,2
South,2021-01-02,f,15,91
South,2021-01-02,f,25,319
South,2021-01-02,f,35,858
South,2021-01-02,f,45,2177
South,2021-01-02,f,5,10
South,2021-01-02,f,55,5600
South,2021-01-02,f,65,10298
South,2021-01-02,f,75,13576
South,2021-01-02,f,85,16949
South,2021-01-02,f,TOT,49879
South,2021-01-02,m,0,14
South,2021-01-02,m,1,8
South,2021-01-02,m,15,122
South,2021-01-02,m,25,527
South,2021-01-02,m,35,1425
South,2021-01-02,m,45,3776
South,2021-01-02,m,5,13
South,2021-01-02,m,55,8877
South,2021-01-02,m,65,15235
South,2021-01-02,m,75,17171
South,2021-01-02,m,85,12502
South,2021-01-02,m,TOT,59658
South,2021-01-09,b,TOT,114296
South,2021-01-09,f,0,5
South,2021-01-09,f,1,2
South,2021-01-09,f,15,91
South,2021-01-09,f,25,332
South,2021-01-09,f,35,880
South,2021-01-09,f,45,2250
South,2021-01-09,f,5,11
South,2021-01-09,f,55,5806
South,2021-01-09,f,65,10740
South,2021-01-09,f,75,14157
South,2021-01-09,f,85,17723
South,2021-01-09,f,TOT,51992
South,2021-01-09,m,0,14
South,2021-01-09,m,1,8
South,2021-01-09,m,15,127
South,2021-01-09,m,25,534
South,2021-01-09,m,35,1469
South,2021-01-09,m,45,3924
South,2021-01-09,m,5,12
South,2021-01-09,m,55,9221
South,2021-01-09,m,65,15874
South,2021-01-09,m,75,18027
South,2021-01-09,m,85,13101
South,2021-01-09,m,TOT,62300
South,2021-01-16,b,TOT,120347
South,2021-01-16,f,0,5
South,2021-01-16,f,1,2
South,2021-01-16,f,15,96
South,2021-01-16,f,25,343
South,2021-01-16,f,35,917
South,2021-01-16,f,45,2354
South,2021-01-16,f,5,12
South,2021-01-16,f,55,6083
South,2021-01-16,f,65,11289
South,2021-01-16,f,75,14934
South,2021-01-16,f,85,18679
South,2021-01-16,f,TOT,54709
South,2021-01-16,m,0,16
South,2021-01-16,m,1,8
South,2021-01-16,m,15,130
South,2021-01-16,m,25,550
South,2021-01-16,m,35,1528
South,2021-01-16,m,45,4099
South,2021-01-16,m,5,13
South,2021-01-16,m,55,9644
South,2021-01-16,m,65,16713
South,2021-01-16,m,75,19064
South,2021-01-16,m,85,13879
South,2021-01-16,m,TOT,65634
South,2021-01-23,b,TOT,123384
South,2021-01-23,f,0,5
South,2021-01-23,f,1,2
South,2021-01-23,f,15,96
South,2021-01-23,f,25,345
South,2021-01-23,f,35,930
South,2021-01-23,f,45,2408
South,2021-01-23,f,5,12
South,2021-01-23,f,55,6220
South,2021-01-23,f,65,11583
South,2021-01-23,f,75,15328
South,2021-01-23,f,85,19198
South,2021-01-23,f,TOT,56122
South,2021-01-23,m,0,17
South,2021-01-23,m,1,8
South,2021-01-23,m,15,133
South,2021-01-23,m,25,552
South,2021-01-23,m,35,1555
South,2021-01-23,m,45,4176
South,2021-01-23,m,5,13
South,2021-01-23,m,55,9852
South,2021-01-23,m,65,17132
South,2021-01-23,m,75,19566
South,2021-01-23,m,85,14264
South,2021-01-23,m,TOT,67258
South,2021-01-30,b,TOT,147110
South,2021-01-30,f,0,5
South,2021-01-30,f,1,2
South,2021-01-30,f,15,108
South,2021-01-30,f,25,399
South,2021-01-30,f,35,1077
South,2021-01-30,f,45,2788
South,2021-01-30,f,5,14
South,2021-01-30,f,55,7356
South,2021-01-30,f,65,13769
South,2021-01-30,f,75,18408
South,2021-01-30,f,85,22911
South,2021-01-30,f,TOT,66834
South,2021-01-30,m,0,16
South,2021-01-30,m,1,8
South,2021-01-30,m,15,143
South,2021-01-30,m,25,633
South,2021-01-30,m,35,1753
South,2021-01-30,m,45,4858
South,2021-01-30,m,5,13
South,2021-01-30,m,55,11586
South,2021-01-30,m,65,20583
South,2021-01-30,m,75,23534
South,2021-01-30,m,85,17153
South,2021-01-30,m,TOT,80272
South,2021-02-06,b,TOT,155751
South,2021-02-06,f,0,5
South,2021-02-06,f,1,2
South,2021-02-06,f,15,112
South,2021-02-06,f,25,419
South,2021-02-06,f,35,1131
South,2021-02-06,f,45,2932
South,2021-02-06,f,5,14
South,2021-02-06,f,55,7776
South,2021-02-06,f,65,14638
South,2021-02-06,f,75,19558
South,2021-02-06,f,85,24103
South,2021-02-06,f,TOT,70688
South,2021-02-06,m,0,16
South,2021-02-06,m,1,8
South,2021-02-06,m,15,146
South,2021-02-06,m,25,666
South,2021-02-06,m,35,1845
South,2021-02-06,m,45,5085
South,2021-02-06,m,5,14
South,2021-02-06,m,55,12253
South,2021-02-06,m,65,21902
South,2021-02-06,m,75,25006
South,2021-02-06,m,85,18127
South,2021-02-06,m,TOT,85059
South,2021-02-13,b,TOT,162820
South,2021-02-13,f,0,5
South,2021-02-13,f,1,2
South,2021-02-13,f,15,116
South,2021-02-13,f,25,434
South,2021-02-13,f,35,1173
South,2021-02-13,f,45,3049
South,2021-02-13,f,5,16
South,2021-02-13,f,55,8147
South,2021-02-13,f,65,15351
South,2021-02-13,f,75,20419
South,2021-02-13,f,85,25052
South,2021-02-13,f,TOT,73760
South,2021-02-13,m,0,16
South,2021-02-13,m,1,8
South,2021-02-13,m,15,153
South,2021-02-13,m,25,697
South,2021-02-13,m,35,1931
South,2021-02-13,m,45,5343
South,2021-02-13,m,5,14
South,2021-02-13,m,55,12862
South,2021-02-13,m,65,22981
South,2021-02-13,m,75,26148
South,2021-02-13,m,85,18913
South,2021-02-13,m,TOT,89056
South,2021-02-27,b,0,20
South,2021-02-27,b,1,12
South,2021-02-27,b,15,284
South,2021-02-27,b,25,1222
South,2021-02-27,b,35,3351
South,2021-02-27,b,45,9117
South,2021-02-27,b,5,38
South,2021-02-27,b,55,22937
South,2021-02-27,b,65,41929
South,2021-02-27,b,75,50679
South,2021-02-27,b,85,47271
South,2021-02-27,b,TOT,176853
South,2021-02-27,f,0,5
South,2021-02-27,f,1,3
South,2021-02-27,f,15,126
South,2021-02-27,f,25,477
South,2021-02-27,f,35,1272
South,2021-02-27,f,45,3325
South,2021-02-27,f,5,16
South,2021-02-27,f,55,8897
South,2021-02-27,f,65,16785
South,2021-02-27,f,75,22192
South,2021-02-27,f,85,26907
South,2021-02-27,f,TOT,80002
South,2021-02-27,m,0,15
South,2021-02-27,m,1,9
South,2021-02-27,m,15,166
South,2021-02-27,m,25,745
South,2021-02-27,m,35,2081
South,2021-02-27,m,45,5792
South,2021-02-27,m,5,18
South,2021-02-27,m,55,14040
South,2021-02-27,m,65,25144
South,2021-02-27,m,75,28487
South,2021-02-27,m,85,20364
South,2021-02-27,m,TOT,96851
South,2021-03-06,b,0,21
South,2021-03-06,b,1,14
South,2021-03-06,b,15,296
South,2021-03-06,b,25,1270
South,2021-03-06,b,35,3455
South,2021-03-06,b,45,9459
South,2021-03-06,b,5,39
South,2021-03-06,b,55,23858
South,2021-03-06,b,65,43513
South,2021-03-06,b,75,52431
South,2021-03-06,b,85,48569
South,2021-03-06,b,TOT,182918
South,2021-03-06,f,0,5
South,2021-03-06,f,1,5
South,2021-03-06,f,15,130
South,2021-03-06,f,25,495
South,2021-03-06,f,35,1313
South,2021-03-06,f,45,3446
South,2021-03-06,f,5,18
South,2021-03-06,f,55,9245
South,2021-03-06,f,65,17432
South,2021-03-06,f,75,22883
South,2021-03-06,f,85,27628
South,2021-03-06,f,TOT,82596
South,2021-03-06,m,0,15
South,2021-03-06,m,1,10
South,2021-03-06,m,15,174
South,2021-03-06,m,25,775
South,2021-03-06,m,35,2143
South,2021-03-06,m,45,6013
South,2021-03-06,m,5,19
South,2021-03-06,m,55,14613
South,2021-03-06,m,65,26081
South,2021-03-06,m,75,29548
South,2021-03-06,m,85,20941
South,2021-03-06,m,TOT,100322
South,2021-03-13,b,0,22
South,2021-03-13,b,1,14
South,2021-03-13,b,15,301
South,2021-03-13,b,25,1310
South,2021-03-13,b,35,3528
South,2021-03-13,b,45,9719
South,2021-03-13,b,5,41
South,2021-03-13,b,55,24580
South,2021-03-13,b,65,44725
South,2021-03-13,b,75,53695
South,2021-03-13,b,85,49533
South,2021-03-13,b,TOT,187464
South,2021-03-13,f,0,6
South,2021-03-13,f,1,5
South,2021-03-13,f,15,135
South,2021-03-13,f,25,510
South,2021-03-13,f,35,1341
South,2021-03-13,f,45,3552
South,2021-03-13,f,5,20
South,2021-03-13,f,55,9522
South,2021-03-13,f,65,17909
South,2021-03-13,f,75,23411
South,2021-03-13,f,85,28157
South,2021-03-13,f,TOT,84562
South,2021-03-13,m,0,15
South,2021-03-13,m,1,10
South,2021-03-13,m,15,177
South,2021-03-13,m,25,801
South,2021-03-13,m,35,2189
South,2021-03-13,m,45,6167
South,2021-03-13,m,5,19
South,2021-03-13,m,55,15058
South,2021-03-13,m,65,26816
South,2021-03-13,m,75,30284
South,2021-03-13,m,85,21376
South,2021-03-13,m,TOT,102902
South,2021-03-20,b,0,24
South,2021-03-20,b,1,15
South,2021-03-20,b,15,311
South,2021-03-20,b,25,1337
South,2021-03-20,b,35,3614
South,2021-03-20,b,45,9951
South,2021-03-20,b,5,41
South,2021-03-20,b,55,25191
South,2021-03-20,b,65,45728
South,2021-03-20,b,75,54708
South,2021-03-20,b,85,50241
South,2021-03-20,b,TOT,191157
South,2021-03-20,f,0,6
South,2021-03-20,f,1,5
South,2021-03-20,f,15,138
South,2021-03-20,f,25,521
South,2021-03-20,f,35,1375
South,2021-03-20,f,45,3624
South,2021-03-20,f,5,20
South,2021-03-20,f,55,9765
South,2021-03-20,f,65,18304
South,2021-03-20,f,75,23816
South,2021-03-20,f,85,28542
South,2021-03-20,f,TOT,86110
South,2021-03-20,m,0,17
South,2021-03-20,m,1,10
South,2021-03-20,m,15,183
South,2021-03-20,m,25,817
South,2021-03-20,m,35,2241
South,2021-03-20,m,45,6327
South,2021-03-20,m,5,20
South,2021-03-20,m,55,15426
South,2021-03-20,m,65,27424
South,2021-03-20,m,75,30892
South,2021-03-20,m,85,21699
South,2021-03-20,m,TOT,105047
South,2021-03-27,b,0,27
South,2021-03-27,b,1,15
South,2021-03-27,b,15,320
South,2021-03-27,b,25,1365
South,2021-03-27,b,35,3694
South,2021-03-27,b,45,10186
South,2021-03-27,b,5,40
South,2021-03-27,b,55,25737
South,2021-03-27,b,65,46599
South,2021-03-27,b,75,55595
South,2021-03-27,b,85,50916
South,2021-03-27,b,TOT,194491
South,2021-03-27,f,0,9
South,2021-03-27,f,1,5
South,2021-03-27,f,15,142
South,2021-03-27,f,25,532
South,2021-03-27,f,35,1407
South,2021-03-27,f,45,3695
South,2021-03-27,f,5,21
South,2021-03-27,f,55,9976
South,2021-03-27,f,65,18677
South,2021-03-27,f,75,24226
South,2021-03-27,f,85,28918
South,2021-03-27,f,TOT,87603
South,2021-03-27,m,0,17
South,2021-03-27,m,1,10
South,2021-03-27,m,15,187
South,2021-03-27,m,25,833
South,2021-03-27,m,35,2289
South,2021-03-27,m,45,6491
South,2021-03-27,m,5,20
South,2021-03-27,m,55,15761
South,2021-03-27,m,65,27922
South,2021-03-27,m,75,31369
South,2021-03-27,m,85,21998
South,2021-03-27,m,TOT,106888
South,2021-04-03,b,0,27
South,2021-04-03,b,1,15
South,2021-04-03,b,15,323
South,2021-04-03,b,25,1400
South,2021-04-03,b,35,3769
South,2021-04-03,b,45,10408
South,2021-04-03,b,5,40
South,2021-04-03,b,55,26240
South,2021-04-03,b,65,47426
South,2021-04-03,b,75,56478
South,2021-04-03,b,85,51667
South,2021-04-03,b,TOT,197790
South,2021-04-03,f,0,9
South,2021-04-03,f,1,5
South,2021-04-03,f,15,144
South,2021-04-03,f,25,543
South,2021-04-03,f,35,1444
South,2021-04-03,f,45,3791
South,2021-04-03,f,5,21
South,2021-04-03,f,55,10179
South,2021-04-03,f,65,19000
South,2021-04-03,f,75,24608
South,2021-04-03,f,85,29333
South,2021-04-03,f,TOT,89072
South,2021-04-03,m,0,17
South,2021-04-03,m,1,10
South,2021-04-03,m,15,188
South,2021-04-03,m,25,857
South,2021-04-03,m,35,2327
South,2021-04-03,m,45,6617
South,2021-04-03,m,5,20
South,2021-04-03,m,55,16061
South,2021-04-03,m,65,28426
South,2021-04-03,m,75,31870
South,2021-04-03,m,85,22334
South,2021-04-03,m,TOT,108718
South,2021-04-10,b,0,29
South,2021-04-10,b,1,15
South,2021-04-10,b,15,329
South,2021-04-10,b,25,1425
South,2021-04-10,b,35,3841
South,2021-04-10,b,45,10608
South,2021-04-10,b,5,42
South,2021-04-10,b,55,26750
South,2021-04-10,b,65,48200
South,2021-04-10,b,75,57261
South,2021-04-10,b,85,52332
South,2021-04-10,b,TOT,200827
South,2021-04-10,f,0,10
South,2021-04-10,f,1,5
South,2021-04-10,f,15,146
South,2021-04-10,f,25,553
South,2021-04-10,f,35,1485
South,2021-04-10,f,45,3871
South,2021-04-10,f,5,21
South,2021-04-10,f,55,10390
South,2021-04-10,f,65,19345
South,2021-04-10,f,75,24991
South,2021-04-10,f,85,29749
South,2021-04-10,f,TOT,90560
South,2021-04-10,m,0,18
South,2021-04-10,m,1,10
South,2021-04-10,m,15,191
South,2021-04-10,m,25,872
South,2021-04-10,m,35,2358
South,2021-04-10,m,45,6737
South,2021-04-10,m,5,21
South,2021-04-10,m,55,16360
South,2021-04-10,m,65,28855
South,2021-04-10,m,75,32270
South,2021-04-10,m,85,22583
South,2021-04-10,m,TOT,110267
South,2021-04-17,b,0,30
South,2021-04-17,b,1,15
South,2021-04-17,b,15,333
South,2021-04-17,b,25,1449
South,2021-04-17,b,35,3897
South,2021-04-17,b,45,10773
South,2021-04-17,b,5,42
South,2021-04-17,b,55,27088
South,2021-04-17,b,65,48728
South,2021-04-17,b,75,57770
South,2021-04-17,b,85,52762
South,2021-04-17,b,TOT,202880
South,2021-04-17,f,0,10
South,2021-04-17,f,1,5
South,2021-04-17,f,15,146
South,2021-04-17,f,25,565
South,2021-04-17,f,35,1506
South,2021-04-17,f,45,3941
South,2021-04-17,f,5,21
South,2021-04-17,f,55,10519
South,2021-04-17,f,65,19563
South,2021-04-17,f,75,25222
South,2021-04-17,f,85,30001
South,2021-04-17,f,TOT,91493
South,2021-04-17,m,0,19
South,2021-04-17,m,1,10
South,2021-04-17,m,15,194
South,2021-04-17,m,25,884
South,2021-04-17,m,35,2394
South,2021-04-17,m,45,6832
South,2021-04-17,m,5,21
South,2021-04-17,m,55,16569
South,2021-04-17,m,65,29165
South,2021-04-17,m,75,32548
South,2021-04-17,m,85,22761
South,2021-04-17,m,TOT,111387
South,2021-04-24,b,0,33
South,2021-04-24,b,1,15
South,2021-04-24,b,15,339
South,2021-04-24,b,25,1481
South,2021-04-24,b,35,3977
South,2021-04-24,b,45,10983
South,2021-04-24,b,5,40
South,2021-04-24,b,55,27519
South,2021-04-24,b,65,49391
South,2021-04-24,b,75,58397
South,2021-04-24,b,85,53257
South,2021-04-24,b,TOT,205428
South,2021-04-24,f,0,11
South,2021-04-24,f,1,5
South,2021-04-24,f,15,148
South,2021-04-24,f,25,579
South,2021-04-24,f,35,1538
South,2021-04-24,f,45,4023
South,2021-04-24,f,5,22
South,2021-04-24,f,55,10673
South,2021-04-24,f,65,19847
South,2021-04-24,f,75,25482
South,2021-04-24,f,85,30284
South,2021-04-24,f,TOT,92606
South,2021-04-24,m,0,21
South,2021-04-24,m,1,10
South,2021-04-24,m,15,196
South,2021-04-24,m,25,903
