Country,State,Date,Sex,Age,Deaths
USA,Oklahoma,2020-12-19,f,45,48
USA,Oklahoma,2020-12-19,f,55,111
USA,Oklahoma,2020-12-19,f,65,287
USA,Oklahoma,2020-12-19,f,75,354
USA,Oklahoma,2020-12-19,f,85,423
USA,Oklahoma,2020-12-19,f,TOT,1250
USA,Oklahoma,2020-12-19,m,0,1
USA,Oklahoma,2020-12-19,m,1,1
USA,Oklahoma,2020-12-19,m,5,0
USA,Oklahoma,2020-12-19,m,15,4
USA,Oklahoma,2020-12-19,m,25,11
USA,Oklahoma,2020-12-19,m,35,18
USA,Oklahoma,2020-12-19,m,45,66
USA,Oklahoma,2020-12-19,m,55,184
USA,Oklahoma,2020-12-19,m,65,356
USA,Oklahoma,2020-12-19,m,75,456
USA,Oklahoma,2020-12-19,m,85,402
USA,Oklahoma,2020-12-19,m,TOT,1497
USA,Oregon,2020-12-19,b,TOT,1048
USA,Oregon,2020-12-19,f,0,0
USA,Oregon,2020-12-19,f,1,0
USA,Oregon,2020-12-19,f,5,0
USA,Oregon,2020-12-19,f,15,0
USA,Oregon,2020-12-19,f,25,2
USA,Oregon,2020-12-19,f,35,4
USA,Oregon,2020-12-19,f,45,10
USA,Oregon,2020-12-19,f,55,35
USA,Oregon,2020-12-19,f,65,81
USA,Oregon,2020-12-19,f,75,133
USA,Oregon,2020-12-19,f,85,213
USA,Oregon,2020-12-19,f,TOT,478
USA,Oregon,2020-12-19,m,0,0
USA,Oregon,2020-12-19,m,1,0
USA,Oregon,2020-12-19,m,5,0
USA,Oregon,2020-12-19,m,15,0
USA,Oregon,2020-12-19,m,25,2
USA,Oregon,2020-12-19,m,35,10
USA,Oregon,2020-12-19,m,45,28
USA,Oregon,2020-12-19,m,55,82
USA,Oregon,2020-12-19,m,65,107
USA,Oregon,2020-12-19,m,75,182
USA,Oregon,2020-12-19,m,85,159
USA,Oregon,2020-12-19,m,TOT,570
USA,Pennsylvania,2020-12-19,b,TOT,13416
USA,Pennsylvania,2020-12-19,f,0,0
USA,Pennsylvania,2020-12-19,f,1,0
USA,Pennsylvania,2020-12-19,f,5,0
USA,Pennsylvania,2020-12-19,f,15,2
USA,Pennsylvania,2020-12-19,f,25,10
USA,Pennsylvania,2020-12-19,f,35,29
USA,Pennsylvania,2020-12-19,f,45,126
USA,Pennsylvania,2020-12-19,f,55,409
USA,Pennsylvania,2020-12-19,f,65,970
USA,Pennsylvania,2020-12-19,f,75,1669
USA,Pennsylvania,2020-12-19,f,85,3585
USA,Pennsylvania,2020-12-19,f,TOT,6800
USA,Pennsylvania,2020-12-19,m,0,0
USA,Pennsylvania,2020-12-19,m,1,0
USA,Pennsylvania,2020-12-19,m,5,0
USA,Pennsylvania,2020-12-19,m,15,12
USA,Pennsylvania,2020-12-19,m,25,38
USA,Pennsylvania,2020-12-19,m,35,69
USA,Pennsylvania,2020-12-19,m,45,242
USA,Pennsylvania,2020-12-19,m,55,716
USA,Pennsylvania,2020-12-19,m,65,1433
USA,Pennsylvania,2020-12-19,m,75,2007
USA,Pennsylvania,2020-12-19,m,85,2099
USA,Pennsylvania,2020-12-19,m,TOT,6616
USA,Puerto Rico,2020-12-19,b,TOT,1150
USA,Puerto Rico,2020-12-19,f,0,0
USA,Puerto Rico,2020-12-19,f,1,0
USA,Puerto Rico,2020-12-19,f,5,1
USA,Puerto Rico,2020-12-19,f,15,1
USA,Puerto Rico,2020-12-19,f,25,4
USA,Puerto Rico,2020-12-19,f,35,9
USA,Puerto Rico,2020-12-19,f,45,27
USA,Puerto Rico,2020-12-19,f,55,69
USA,Puerto Rico,2020-12-19,f,65,106
USA,Puerto Rico,2020-12-19,f,75,134
USA,Puerto Rico,2020-12-19,f,85,126
USA,Puerto Rico,2020-12-19,f,TOT,476
USA,Puerto Rico,2020-12-19,m,0,0
USA,Puerto Rico,2020-12-19,m,1,0
USA,Puerto Rico,2020-12-19,m,5,0
USA,Puerto Rico,2020-12-19,m,15,2
USA,Puerto Rico,2020-12-19,m,25,12
USA,Puerto Rico,2020-12-19,m,35,22
USA,Puerto Rico,2020-12-19,m,45,61
USA,Puerto Rico,2020-12-19,m,55,95
USA,Puerto Rico,2020-12-19,m,65,182
USA,Puerto Rico,2020-12-19,m,75,192
USA,Puerto Rico,2020-12-19,m,85,108
USA,Puerto Rico,2020-12-19,m,TOT,674
USA,Rhode Island,2020-12-19,b,TOT,1386
USA,Rhode Island,2020-12-19,f,0,0
USA,Rhode Island,2020-12-19,f,1,0
USA,Rhode Island,2020-12-19,f,5,1
USA,Rhode Island,2020-12-19,f,15,0
USA,Rhode Island,2020-12-19,f,25,1
USA,Rhode Island,2020-12-19,f,35,3
USA,Rhode Island,2020-12-19,f,45,11
USA,Rhode Island,2020-12-19,f,55,30
USA,Rhode Island,2020-12-19,f,65,102
USA,Rhode Island,2020-12-19,f,75,169
USA,Rhode Island,2020-12-19,f,85,416
USA,Rhode Island,2020-12-19,f,TOT,733
USA,Rhode Island,2020-12-19,m,0,0
USA,Rhode Island,2020-12-19,m,1,0
USA,Rhode Island,2020-12-19,m,5,0
USA,Rhode Island,2020-12-19,m,15,0
USA,Rhode Island,2020-12-19,m,25,2
USA,Rhode Island,2020-12-19,m,35,13
USA,Rhode Island,2020-12-19,m,45,14
USA,Rhode Island,2020-12-19,m,55,67
USA,Rhode Island,2020-12-19,m,65,140
USA,Rhode Island,2020-12-19,m,75,193
USA,Rhode Island,2020-12-19,m,85,224
USA,Rhode Island,2020-12-19,m,TOT,653
USA,South Carolina,2020-12-19,b,TOT,4415
USA,South Carolina,2020-12-19,f,0,0
USA,South Carolina,2020-12-19,f,1,0
USA,South Carolina,2020-12-19,f,5,0
USA,South Carolina,2020-12-19,f,15,2
USA,South Carolina,2020-12-19,f,25,9
USA,South Carolina,2020-12-19,f,35,25
USA,South Carolina,2020-12-19,f,45,66
USA,South Carolina,2020-12-19,f,55,248
USA,South Carolina,2020-12-19,f,65,487
USA,South Carolina,2020-12-19,f,75,589
USA,South Carolina,2020-12-19,f,85,723
USA,South Carolina,2020-12-19,f,TOT,2149
USA,South Carolina,2020-12-19,m,0,1
USA,South Carolina,2020-12-19,m,1,0
USA,South Carolina,2020-12-19,m,5,0
USA,South Carolina,2020-12-19,m,15,5
USA,South Carolina,2020-12-19,m,25,15
USA,South Carolina,2020-12-19,m,35,53
USA,South Carolina,2020-12-19,m,45,100
USA,South Carolina,2020-12-19,m,55,303
USA,South Carolina,2020-12-19,m,65,578
USA,South Carolina,2020-12-19,m,75,751
USA,South Carolina,2020-12-19,m,85,461
USA,South Carolina,2020-12-19,m,TOT,2266
USA,South Dakota,2020-12-19,b,TOT,1336
USA,South Dakota,2020-12-19,f,0,0
USA,South Dakota,2020-12-19,f,1,0
USA,South Dakota,2020-12-19,f,5,0
USA,South Dakota,2020-12-19,f,15,1
USA,South Dakota,2020-12-19,f,25,2
USA,South Dakota,2020-12-19,f,35,5
USA,South Dakota,2020-12-19,f,45,15
USA,South Dakota,2020-12-19,f,55,44
USA,South Dakota,2020-12-19,f,65,107
USA,South Dakota,2020-12-19,f,75,138
USA,South Dakota,2020-12-19,f,85,323
USA,South Dakota,2020-12-19,f,TOT,635
USA,South Dakota,2020-12-19,m,0,0
USA,South Dakota,2020-12-19,m,1,0
USA,South Dakota,2020-12-19,m,5,0
USA,South Dakota,2020-12-19,m,15,1
USA,South Dakota,2020-12-19,m,25,4
USA,South Dakota,2020-12-19,m,35,11
USA,South Dakota,2020-12-19,m,45,22
USA,South Dakota,2020-12-19,m,55,72
USA,South Dakota,2020-12-19,m,65,142
USA,South Dakota,2020-12-19,m,75,202
USA,South Dakota,2020-12-19,m,85,247
USA,South Dakota,2020-12-19,m,TOT,701
USA,Tennessee,2020-12-19,b,TOT,5492
USA,Tennessee,2020-12-19,f,0,0
USA,Tennessee,2020-12-19,f,1,1
USA,Tennessee,2020-12-19,f,5,1
USA,Tennessee,2020-12-19,f,15,8
USA,Tennessee,2020-12-19,f,25,11
USA,Tennessee,2020-12-19,f,35,34
USA,Tennessee,2020-12-19,f,45,105
USA,Tennessee,2020-12-19,f,55,295
USA,Tennessee,2020-12-19,f,65,520
USA,Tennessee,2020-12-19,f,75,726
USA,Tennessee,2020-12-19,f,85,765
USA,Tennessee,2020-12-19,f,TOT,2465
USA,Tennessee,2020-12-19,m,0,1
USA,Tennessee,2020-12-19,m,1,1
USA,Tennessee,2020-12-19,m,5,0
USA,Tennessee,2020-12-19,m,15,3
USA,Tennessee,2020-12-19,m,25,24
USA,Tennessee,2020-12-19,m,35,57
USA,Tennessee,2020-12-19,m,45,153
USA,Tennessee,2020-12-19,m,55,421
USA,Tennessee,2020-12-19,m,65,797
USA,Tennessee,2020-12-19,m,75,941
USA,Tennessee,2020-12-19,m,85,631
USA,Tennessee,2020-12-19,m,TOT,3027
USA,Texas,2020-12-19,b,TOT,25712
USA,Texas,2020-12-19,f,0,2
USA,Texas,2020-12-19,f,1,1
USA,Texas,2020-12-19,f,5,3
USA,Texas,2020-12-19,f,15,24
USA,Texas,2020-12-19,f,25,90
USA,Texas,2020-12-19,f,35,277
USA,Texas,2020-12-19,f,45,664
USA,Texas,2020-12-19,f,55,1493
USA,Texas,2020-12-19,f,65,2441
USA,Texas,2020-12-19,f,75,2788
USA,Texas,2020-12-19,f,85,3042
USA,Texas,2020-12-19,f,TOT,10825
USA,Texas,2020-12-19,m,0,4
USA,Texas,2020-12-19,m,1,2
USA,Texas,2020-12-19,m,5,6
USA,Texas,2020-12-19,m,15,34
USA,Texas,2020-12-19,m,25,193
USA,Texas,2020-12-19,m,35,500
USA,Texas,2020-12-19,m,45,1314
USA,Texas,2020-12-19,m,55,2662
USA,Texas,2020-12-19,m,65,3857
USA,Texas,2020-12-19,m,75,3826
USA,Texas,2020-12-19,m,85,2489
USA,Texas,2020-12-19,m,TOT,14886
USA,Utah,2020-12-19,b,TOT,1171
USA,Utah,2020-12-19,f,0,0
USA,Utah,2020-12-19,f,1,0
USA,Utah,2020-12-19,f,5,0
USA,Utah,2020-12-19,f,15,1
USA,Utah,2020-12-19,f,25,5
USA,Utah,2020-12-19,f,35,13
USA,Utah,2020-12-19,f,45,23
USA,Utah,2020-12-19,f,55,41
USA,Utah,2020-12-19,f,65,94
USA,Utah,2020-12-19,f,75,126
USA,Utah,2020-12-19,f,85,151
USA,Utah,2020-12-19,f,TOT,454
USA,Utah,2020-12-19,m,0,0
USA,Utah,2020-12-19,m,1,0
USA,Utah,2020-12-19,m,5,0
USA,Utah,2020-12-19,m,15,2
USA,Utah,2020-12-19,m,25,10
USA,Utah,2020-12-19,m,35,25
USA,Utah,2020-12-19,m,45,47
USA,Utah,2020-12-19,m,55,88
USA,Utah,2020-12-19,m,65,167
USA,Utah,2020-12-19,m,75,201
USA,Utah,2020-12-19,m,85,177
USA,Utah,2020-12-19,m,TOT,717
USA,Vermont,2020-12-19,b,TOT,92
USA,Vermont,2020-12-19,f,0,0
USA,Vermont,2020-12-19,f,1,0
USA,Vermont,2020-12-19,f,5,0
USA,Vermont,2020-12-19,f,15,0
USA,Vermont,2020-12-19,f,25,0
USA,Vermont,2020-12-19,f,35,1
USA,Vermont,2020-12-19,f,45,1
USA,Vermont,2020-12-19,f,55,0
USA,Vermont,2020-12-19,f,65,6
USA,Vermont,2020-12-19,f,75,11
USA,Vermont,2020-12-19,f,85,22
USA,Vermont,2020-12-19,f,TOT,41
USA,Vermont,2020-12-19,m,0,0
USA,Vermont,2020-12-19,m,1,0
USA,Vermont,2020-12-19,m,5,0
USA,Vermont,2020-12-19,m,15,0
USA,Vermont,2020-12-19,m,25,0
USA,Vermont,2020-12-19,m,35,1
USA,Vermont,2020-12-19,m,45,2
USA,Vermont,2020-12-19,m,55,5
USA,Vermont,2020-12-19,m,65,8
USA,Vermont,2020-12-19,m,75,22
USA,Vermont,2020-12-19,m,85,14
USA,Vermont,2020-12-19,m,TOT,51
USA,Virginia,2020-12-19,b,TOT,4689
USA,Virginia,2020-12-19,f,0,0
USA,Virginia,2020-12-19,f,1,0
USA,Virginia,2020-12-19,f,5,0
USA,Virginia,2020-12-19,f,15,2
USA,Virginia,2020-12-19,f,25,7
USA,Virginia,2020-12-19,f,35,24
USA,Virginia,2020-12-19,f,45,70
USA,Virginia,2020-12-19,f,55,177
USA,Virginia,2020-12-19,f,65,405
USA,Virginia,2020-12-19,f,75,608
USA,Virginia,2020-12-19,f,85,1007
USA,Virginia,2020-12-19,f,TOT,2300
USA,Virginia,2020-12-19,m,0,0
USA,Virginia,2020-12-19,m,1,0
USA,Virginia,2020-12-19,m,5,0
USA,Virginia,2020-12-19,m,15,4
USA,Virginia,2020-12-19,m,25,13
USA,Virginia,2020-12-19,m,35,38
USA,Virginia,2020-12-19,m,45,121
USA,Virginia,2020-12-19,m,55,327
USA,Virginia,2020-12-19,m,65,549
USA,Virginia,2020-12-19,m,75,700
USA,Virginia,2020-12-19,m,85,636
USA,Virginia,2020-12-19,m,TOT,2388
USA,Washington,2020-12-19,b,TOT,2788
USA,Washington,2020-12-19,f,0,0
USA,Washington,2020-12-19,f,1,0
USA,Washington,2020-12-19,f,5,1
USA,Washington,2020-12-19,f,15,1
USA,Washington,2020-12-19,f,25,5
USA,Washington,2020-12-19,f,35,13
USA,Washington,2020-12-19,f,45,35
USA,Washington,2020-12-19,f,55,91
USA,Washington,2020-12-19,f,65,238
USA,Washington,2020-12-19,f,75,345
USA,Washington,2020-12-19,f,85,555
USA,Washington,2020-12-19,f,TOT,1284
USA,Washington,2020-12-19,m,0,0
USA,Washington,2020-12-19,m,1,0
USA,Washington,2020-12-19,m,5,0
USA,Washington,2020-12-19,m,15,2
USA,Washington,2020-12-19,m,25,9
USA,Washington,2020-12-19,m,35,31
USA,Washington,2020-12-19,m,45,69
USA,Washington,2020-12-19,m,55,182
USA,Washington,2020-12-19,m,65,333
USA,Washington,2020-12-19,m,75,413
USA,Washington,2020-12-19,m,85,465
USA,Washington,2020-12-19,m,TOT,1504
USA,West Virginia,2020-12-19,b,TOT,728
USA,West Virginia,2020-12-19,f,0,0
USA,West Virginia,2020-12-19,f,1,0
USA,West Virginia,2020-12-19,f,5,0
USA,West Virginia,2020-12-19,f,15,0
USA,West Virginia,2020-12-19,f,25,2
USA,West Virginia,2020-12-19,f,35,4
USA,West Virginia,2020-12-19,f,45,10
USA,West Virginia,2020-12-19,f,55,25
USA,West Virginia,2020-12-19,f,65,82
USA,West Virginia,2020-12-19,f,75,99
USA,West Virginia,2020-12-19,f,85,136
USA,West Virginia,2020-12-19,f,TOT,358
USA,West Virginia,2020-12-19,m,0,0
USA,West Virginia,2020-12-19,m,1,0
USA,West Virginia,2020-12-19,m,5,0
USA,West Virginia,2020-12-19,m,15,0
USA,West Virginia,2020-12-19,m,25,1
USA,West Virginia,2020-12-19,m,35,0
USA,West Virginia,2020-12-19,m,45,13
USA,West Virginia,2020-12-19,m,55,26
USA,West Virginia,2020-12-19,m,65,109
USA,West Virginia,2020-12-19,m,75,128
USA,West Virginia,2020-12-19,m,85,92
USA,West Virginia,2020-12-19,m,TOT,369
USA,Wisconsin,2020-12-19,b,TOT,4889
USA,Wisconsin,2020-12-19,f,0,0
USA,Wisconsin,2020-12-19,f,1,0
USA,Wisconsin,2020-12-19,f,5,0
USA,Wisconsin,2020-12-19,f,15,1
USA,Wisconsin,2020-12-19,f,25,10
USA,Wisconsin,2020-12-19,f,35,15
USA,Wisconsin,2020-12-19,f,45,51
USA,Wisconsin,2020-12-19,f,55,153
USA,Wisconsin,2020-12-19,f,65,348
USA,Wisconsin,2020-12-19,f,75,586
USA,Wisconsin,2020-12-19,f,85,1082
USA,Wisconsin,2020-12-19,f,TOT,2246
USA,Wisconsin,2020-12-19,m,0,1
USA,Wisconsin,2020-12-19,m,1,0
USA,Wisconsin,2020-12-19,m,5,0
USA,Wisconsin,2020-12-19,m,15,5
USA,Wisconsin,2020-12-19,m,25,13
USA,Wisconsin,2020-12-19,m,35,21
USA,Wisconsin,2020-12-19,m,45,97
USA,Wisconsin,2020-12-19,m,55,246
USA,Wisconsin,2020-12-19,m,65,573
USA,Wisconsin,2020-12-19,m,75,814
USA,Wisconsin,2020-12-19,m,85,874
USA,Wisconsin,2020-12-19,m,TOT,2643
USA,Wyoming,2020-12-19,b,TOT,292
USA,Wyoming,2020-12-19,f,0,0
USA,Wyoming,2020-12-19,f,1,0
USA,Wyoming,2020-12-19,f,5,0
USA,Wyoming,2020-12-19,f,15,0
USA,Wyoming,2020-12-19,f,25,1
USA,Wyoming,2020-12-19,f,35,2
USA,Wyoming,2020-12-19,f,45,7
USA,Wyoming,2020-12-19,f,55,10
USA,Wyoming,2020-12-19,f,65,19
USA,Wyoming,2020-12-19,f,75,43
USA,Wyoming,2020-12-19,f,85,58
USA,Wyoming,2020-12-19,f,TOT,140
USA,Wyoming,2020-12-19,m,0,0
USA,Wyoming,2020-12-19,m,1,0
USA,Wyoming,2020-12-19,m,5,0
USA,Wyoming,2020-12-19,m,15,0
USA,Wyoming,2020-12-19,m,25,1
USA,Wyoming,2020-12-19,m,35,2
USA,Wyoming,2020-12-19,m,45,6
USA,Wyoming,2020-12-19,m,55,14
USA,Wyoming,2020-12-19,m,65,37
USA,Wyoming,2020-12-19,m,75,51
USA,Wyoming,2020-12-19,m,85,41
USA,Wyoming,2020-12-19,m,TOT,152
USA,Alabama,2020-12-26,b,TOT,5247
USA,Alabama,2020-12-26,f,0,1
USA,Alabama,2020-12-26,f,1,0
USA,Alabama,2020-12-26,f,5,0
USA,Alabama,2020-12-26,f,15,5
USA,Alabama,2020-12-26,f,25,15
USA,Alabama,2020-12-26,f,35,40
USA,Alabama,2020-12-26,f,45,133
USA,Alabama,2020-12-26,f,55,294
USA,Alabama,2020-12-26,f,65,546
USA,Alabama,2020-12-26,f,75,678
USA,Alabama,2020-12-26,f,85,787
USA,Alabama,2020-12-26,f,TOT,2498
USA,Alabama,2020-12-26,m,0,1
USA,Alabama,2020-12-26,m,1,0
USA,Alabama,2020-12-26,m,5,0
USA,Alabama,2020-12-26,m,15,4
USA,Alabama,2020-12-26,m,25,24
USA,Alabama,2020-12-26,m,35,62
USA,Alabama,2020-12-26,m,45,155
USA,Alabama,2020-12-26,m,55,414
USA,Alabama,2020-12-26,m,65,774
USA,Alabama,2020-12-26,m,75,801
USA,Alabama,2020-12-26,m,85,515
USA,Alabama,2020-12-26,m,TOT,2749
USA,Alaska,2020-12-26,b,TOT,143
USA,Alaska,2020-12-26,f,0,0
USA,Alaska,2020-12-26,f,1,0
USA,Alaska,2020-12-26,f,5,0
USA,Alaska,2020-12-26,f,15,1
USA,Alaska,2020-12-26,f,25,1
USA,Alaska,2020-12-26,f,35,2
USA,Alaska,2020-12-26,f,45,6
USA,Alaska,2020-12-26,f,55,11
USA,Alaska,2020-12-26,f,65,10
USA,Alaska,2020-12-26,f,75,13
USA,Alaska,2020-12-26,f,85,20
USA,Alaska,2020-12-26,f,TOT,63
USA,Alaska,2020-12-26,m,0,0
USA,Alaska,2020-12-26,m,1,0
USA,Alaska,2020-12-26,m,5,0
USA,Alaska,2020-12-26,m,15,0
USA,Alaska,2020-12-26,m,25,0
USA,Alaska,2020-12-26,m,35,1
USA,Alaska,2020-12-26,m,45,4
USA,Alaska,2020-12-26,m,55,10
USA,Alaska,2020-12-26,m,65,24
USA,Alaska,2020-12-26,m,75,26
USA,Alaska,2020-12-26,m,85,15
USA,Alaska,2020-12-26,m,TOT,80
USA,Arizona,2020-12-26,b,TOT,6962
USA,Arizona,2020-12-26,f,0,0
USA,Arizona,2020-12-26,f,1,0
USA,Arizona,2020-12-26,f,5,0
USA,Arizona,2020-12-26,f,15,7
USA,Arizona,2020-12-26,f,25,38
USA,Arizona,2020-12-26,f,35,77
USA,Arizona,2020-12-26,f,45,147
USA,Arizona,2020-12-26,f,55,386
USA,Arizona,2020-12-26,f,65,641
USA,Arizona,2020-12-26,f,75,781
USA,Arizona,2020-12-26,f,85,847
USA,Arizona,2020-12-26,f,TOT,2924
USA,Arizona,2020-12-26,m,0,0
USA,Arizona,2020-12-26,m,1,1
USA,Arizona,2020-12-26,m,5,3
USA,Arizona,2020-12-26,m,15,21
USA,Arizona,2020-12-26,m,25,65
USA,Arizona,2020-12-26,m,35,150
USA,Arizona,2020-12-26,m,45,315
USA,Arizona,2020-12-26,m,55,658
USA,Arizona,2020-12-26,m,65,949
USA,Arizona,2020-12-26,m,75,1085
USA,Arizona,2020-12-26,m,85,791
USA,Arizona,2020-12-26,m,TOT,4038
USA,Arkansas,2020-12-26,b,TOT,3140
USA,Arkansas,2020-12-26,f,0,0
USA,Arkansas,2020-12-26,f,1,0
USA,Arkansas,2020-12-26,f,5,0
USA,Arkansas,2020-12-26,f,15,1
USA,Arkansas,2020-12-26,f,25,10
USA,Arkansas,2020-12-26,f,35,20
USA,Arkansas,2020-12-26,f,45,45
USA,Arkansas,2020-12-26,f,55,148
USA,Arkansas,2020-12-26,f,65,275
USA,Arkansas,2020-12-26,f,75,435
USA,Arkansas,2020-12-26,f,85,619
USA,Arkansas,2020-12-26,f,TOT,1553
USA,Arkansas,2020-12-26,m,0,0
USA,Arkansas,2020-12-26,m,1,0
USA,Arkansas,2020-12-26,m,5,0
USA,Arkansas,2020-12-26,m,15,1
USA,Arkansas,2020-12-26,m,25,12
USA,Arkansas,2020-12-26,m,35,26
USA,Arkansas,2020-12-26,m,45,85
USA,Arkansas,2020-12-26,m,55,210
USA,Arkansas,2020-12-26,m,65,355
USA,Arkansas,2020-12-26,m,75,502
USA,Arkansas,2020-12-26,m,85,396
USA,Arkansas,2020-12-26,m,TOT,1587
USA,California,2020-12-26,b,TOT,21648
USA,California,2020-12-26,f,0,0
USA,California,2020-12-26,f,1,1
USA,California,2020-12-26,f,5,0
USA,California,2020-12-26,f,15,28
USA,California,2020-12-26,f,25,91
USA,California,2020-12-26,f,35,184
USA,California,2020-12-26,f,45,424
USA,California,2020-12-26,f,55,972
USA,California,2020-12-26,f,65,1654
USA,California,2020-12-26,f,75,2297
USA,California,2020-12-26,f,85,3455
USA,California,2020-12-26,f,TOT,9106
USA,California,2020-12-26,m,0,1
USA,California,2020-12-26,m,1,0
USA,California,2020-12-26,m,5,2
USA,California,2020-12-26,m,15,33
USA,California,2020-12-26,m,25,150
USA,California,2020-12-26,m,35,411
USA,California,2020-12-26,m,45,1096
USA,California,2020-12-26,m,55,2271
USA,California,2020-12-26,m,65,3041
USA,California,2020-12-26,m,75,2931
USA,California,2020-12-26,m,85,2606
USA,California,2020-12-26,m,TOT,12542
USA,Colorado,2020-12-26,b,TOT,3901
USA,Colorado,2020-12-26,f,0,0
USA,Colorado,2020-12-26,f,1,0
USA,Colorado,2020-12-26,f,5,0
USA,Colorado,2020-12-26,f,15,2
USA,Colorado,2020-12-26,f,25,6
USA,Colorado,2020-12-26,f,35,20
USA,Colorado,2020-12-26,f,45,45
USA,Colorado,2020-12-26,f,55,104
USA,Colorado,2020-12-26,f,65,267
USA,Colorado,2020-12-26,f,75,490
USA,Colorado,2020-12-26,f,85,824
USA,Colorado,2020-12-26,f,TOT,1758
USA,Colorado,2020-12-26,m,0,0
USA,Colorado,2020-12-26,m,1,0
USA,Colorado,2020-12-26,m,5,1
USA,Colorado,2020-12-26,m,15,3
USA,Colorado,2020-12-26,m,25,13
USA,Colorado,2020-12-26,m,35,36
USA,Colorado,2020-12-26,m,45,125
USA,Colorado,2020-12-26,m,55,254
USA,Colorado,2020-12-26,m,65,463
USA,Colorado,2020-12-26,m,75,634
USA,Colorado,2020-12-26,m,85,615
USA,Colorado,2020-12-26,m,TOT,2143
USA,Connecticut,2020-12-26,b,TOT,5077
USA,Connecticut,2020-12-26,f,0,1
USA,Connecticut,2020-12-26,f,1,0
USA,Connecticut,2020-12-26,f,5,0
USA,Connecticut,2020-12-26,f,15,1
USA,Connecticut,2020-12-26,f,25,6
USA,Connecticut,2020-12-26,f,35,11
USA,Connecticut,2020-12-26,f,45,33
USA,Connecticut,2020-12-26,f,55,145
USA,Connecticut,2020-12-26,f,65,334
USA,Connecticut,2020-12-26,f,75,648
USA,Connecticut,2020-12-26,f,85,1450
USA,Connecticut,2020-12-26,f,TOT,2628
USA,Connecticut,2020-12-26,m,0,0
USA,Connecticut,2020-12-26,m,1,0
USA,Connecticut,2020-12-26,m,5,0
USA,Connecticut,2020-12-26,m,15,1
USA,Connecticut,2020-12-26,m,25,10
USA,Connecticut,2020-12-26,m,35,21
USA,Connecticut,2020-12-26,m,45,88
USA,Connecticut,2020-12-26,m,55,278
USA,Connecticut,2020-12-26,m,65,526
USA,Connecticut,2020-12-26,m,75,681
USA,Connecticut,2020-12-26,m,85,844
USA,Connecticut,2020-12-26,m,TOT,2449
USA,Delaware,2020-12-26,b,TOT,715
USA,Delaware,2020-12-26,f,0,0
USA,Delaware,2020-12-26,f,1,0
USA,Delaware,2020-12-26,f,5,0
USA,Delaware,2020-12-26,f,15,1
USA,Delaware,2020-12-26,f,25,2
USA,Delaware,2020-12-26,f,35,5
USA,Delaware,2020-12-26,f,45,18
USA,Delaware,2020-12-26,f,55,33
USA,Delaware,2020-12-26,f,65,52
USA,Delaware,2020-12-26,f,75,103
USA,Delaware,2020-12-26,f,85,162
USA,Delaware,2020-12-26,f,TOT,376
USA,Delaware,2020-12-26,m,0,0
USA,Delaware,2020-12-26,m,1,1
USA,Delaware,2020-12-26,m,5,0
USA,Delaware,2020-12-26,m,15,1
USA,Delaware,2020-12-26,m,25,2
USA,Delaware,2020-12-26,m,35,6
USA,Delaware,2020-12-26,m,45,14
USA,Delaware,2020-12-26,m,55,46
USA,Delaware,2020-12-26,m,65,89
USA,Delaware,2020-12-26,m,75,100
USA,Delaware,2020-12-26,m,85,81
USA,Delaware,2020-12-26,m,TOT,339
USA,District of Columbia,2020-12-26,b,TOT,877
USA,District of Columbia,2020-12-26,f,0,0
USA,District of Columbia,2020-12-26,f,1,0
USA,District of Columbia,2020-12-26,f,5,0
USA,District of Columbia,2020-12-26,f,15,1
USA,District of Columbia,2020-12-26,f,25,2
USA,District of Columbia,2020-12-26,f,35,6
USA,District of Columbia,2020-12-26,f,45,23
USA,District of Columbia,2020-12-26,f,55,62
USA,District of Columbia,2020-12-26,f,65,93
USA,District of Columbia,2020-12-26,f,75,74
USA,District of Columbia,2020-12-26,f,85,102
USA,District of Columbia,2020-12-26,f,TOT,363
USA,District of Columbia,2020-12-26,m,0,1
USA,District of Columbia,2020-12-26,m,1,0
USA,District of Columbia,2020-12-26,m,5,0
USA,District of Columbia,2020-12-26,m,15,0
USA,District of Columbia,2020-12-26,m,25,7
USA,District of Columbia,2020-12-26,m,35,26
USA,District of Columbia,2020-12-26,m,45,57
USA,District of Columbia,2020-12-26,m,55,102
USA,District of Columbia,2020-12-26,m,65,146
USA,District of Columbia,2020-12-26,m,75,104
USA,District of Columbia,2020-12-26,m,85,72
USA,District of Columbia,2020-12-26,m,TOT,514
USA,Florida,2020-12-26,b,TOT,19388
USA,Florida,2020-12-26,f,0,0
USA,Florida,2020-12-26,f,1,0
USA,Florida,2020-12-26,f,5,4
USA,Florida,2020-12-26,f,15,13
USA,Florida,2020-12-26,f,25,43
USA,Florida,2020-12-26,f,35,114
USA,Florida,2020-12-26,f,45,264
USA,Florida,2020-12-26,f,55,769
USA,Florida,2020-12-26,f,65,1596
USA,Florida,2020-12-26,f,75,2428
USA,Florida,2020-12-26,f,85,3197
USA,Florida,2020-12-26,f,TOT,8428
USA,Florida,2020-12-26,m,0,0
USA,Florida,2020-12-26,m,1,0
USA,Florida,2020-12-26,m,5,1
USA,Florida,2020-12-26,m,15,21
USA,Florida,2020-12-26,m,25,72
USA,Florida,2020-12-26,m,35,212
USA,Florida,2020-12-26,m,45,543
