Country,State,Date,Sex,Age,Deaths
USA,Mississippi,2021-03-13,f,15,7
USA,Mississippi,2021-03-13,f,25,30
USA,Mississippi,2021-03-13,f,35,70
USA,Mississippi,2021-03-13,f,45,177
USA,Mississippi,2021-03-13,f,55,454
USA,Mississippi,2021-03-13,f,65,743
USA,Mississippi,2021-03-13,f,75,852
USA,Mississippi,2021-03-13,f,85,949
USA,Mississippi,2021-03-13,f,TOT,3282
USA,Mississippi,2021-03-13,m,0,0
USA,Mississippi,2021-03-13,m,1,0
USA,Mississippi,2021-03-13,m,5,1
USA,Mississippi,2021-03-13,m,15,9
USA,Mississippi,2021-03-13,m,25,30
USA,Mississippi,2021-03-13,m,35,76
USA,Mississippi,2021-03-13,m,45,203
USA,Mississippi,2021-03-13,m,55,525
USA,Mississippi,2021-03-13,m,65,1021
USA,Mississippi,2021-03-13,m,75,1077
USA,Mississippi,2021-03-13,m,85,662
USA,Mississippi,2021-03-13,m,TOT,3604
USA,Missouri,2021-03-13,b,0,1
USA,Missouri,2021-03-13,b,1,0
USA,Missouri,2021-03-13,b,5,1
USA,Missouri,2021-03-13,b,15,12
USA,Missouri,2021-03-13,b,25,32
USA,Missouri,2021-03-13,b,35,104
USA,Missouri,2021-03-13,b,45,285
USA,Missouri,2021-03-13,b,55,1015
USA,Missouri,2021-03-13,b,65,2124
USA,Missouri,2021-03-13,b,75,2947
USA,Missouri,2021-03-13,b,85,3643
USA,Missouri,2021-03-13,b,TOT,10164
USA,Missouri,2021-03-13,f,0,1
USA,Missouri,2021-03-13,f,1,0
USA,Missouri,2021-03-13,f,5,0
USA,Missouri,2021-03-13,f,15,7
USA,Missouri,2021-03-13,f,25,14
USA,Missouri,2021-03-13,f,35,40
USA,Missouri,2021-03-13,f,45,92
USA,Missouri,2021-03-13,f,55,398
USA,Missouri,2021-03-13,f,65,896
USA,Missouri,2021-03-13,f,75,1266
USA,Missouri,2021-03-13,f,85,2139
USA,Missouri,2021-03-13,f,TOT,4852
USA,Missouri,2021-03-13,m,0,0
USA,Missouri,2021-03-13,m,1,0
USA,Missouri,2021-03-13,m,5,1
USA,Missouri,2021-03-13,m,15,6
USA,Missouri,2021-03-13,m,25,18
USA,Missouri,2021-03-13,m,35,64
USA,Missouri,2021-03-13,m,45,193
USA,Missouri,2021-03-13,m,55,617
USA,Missouri,2021-03-13,m,65,1228
USA,Missouri,2021-03-13,m,75,1681
USA,Missouri,2021-03-13,m,85,1504
USA,Missouri,2021-03-13,m,TOT,5312
USA,Montana,2021-03-13,b,0,0
USA,Montana,2021-03-13,b,1,0
USA,Montana,2021-03-13,b,5,0
USA,Montana,2021-03-13,b,15,0
USA,Montana,2021-03-13,b,25,7
USA,Montana,2021-03-13,b,35,24
USA,Montana,2021-03-13,b,45,55
USA,Montana,2021-03-13,b,55,162
USA,Montana,2021-03-13,b,65,325
USA,Montana,2021-03-13,b,75,442
USA,Montana,2021-03-13,b,85,494
USA,Montana,2021-03-13,b,TOT,1509
USA,Montana,2021-03-13,f,0,0
USA,Montana,2021-03-13,f,1,0
USA,Montana,2021-03-13,f,5,0
USA,Montana,2021-03-13,f,15,0
USA,Montana,2021-03-13,f,25,4
USA,Montana,2021-03-13,f,35,12
USA,Montana,2021-03-13,f,45,17
USA,Montana,2021-03-13,f,55,66
USA,Montana,2021-03-13,f,65,123
USA,Montana,2021-03-13,f,75,174
USA,Montana,2021-03-13,f,85,271
USA,Montana,2021-03-13,f,TOT,667
USA,Montana,2021-03-13,m,0,0
USA,Montana,2021-03-13,m,1,0
USA,Montana,2021-03-13,m,5,0
USA,Montana,2021-03-13,m,15,0
USA,Montana,2021-03-13,m,25,3
USA,Montana,2021-03-13,m,35,12
USA,Montana,2021-03-13,m,45,38
USA,Montana,2021-03-13,m,55,96
USA,Montana,2021-03-13,m,65,202
USA,Montana,2021-03-13,m,75,268
USA,Montana,2021-03-13,m,85,223
USA,Montana,2021-03-13,m,TOT,842
USA,Nebraska,2021-03-13,b,0,0
USA,Nebraska,2021-03-13,b,1,0
USA,Nebraska,2021-03-13,b,5,1
USA,Nebraska,2021-03-13,b,15,4
USA,Nebraska,2021-03-13,b,25,17
USA,Nebraska,2021-03-13,b,35,25
USA,Nebraska,2021-03-13,b,45,100
USA,Nebraska,2021-03-13,b,55,262
USA,Nebraska,2021-03-13,b,65,522
USA,Nebraska,2021-03-13,b,75,781
USA,Nebraska,2021-03-13,b,85,996
USA,Nebraska,2021-03-13,b,TOT,2708
USA,Nebraska,2021-03-13,f,0,0
USA,Nebraska,2021-03-13,f,1,0
USA,Nebraska,2021-03-13,f,5,0
USA,Nebraska,2021-03-13,f,15,1
USA,Nebraska,2021-03-13,f,25,6
USA,Nebraska,2021-03-13,f,35,10
USA,Nebraska,2021-03-13,f,45,32
USA,Nebraska,2021-03-13,f,55,96
USA,Nebraska,2021-03-13,f,65,175
USA,Nebraska,2021-03-13,f,75,303
USA,Nebraska,2021-03-13,f,85,546
USA,Nebraska,2021-03-13,f,TOT,1169
USA,Nebraska,2021-03-13,m,0,0
USA,Nebraska,2021-03-13,m,1,0
USA,Nebraska,2021-03-13,m,5,1
USA,Nebraska,2021-03-13,m,15,2
USA,Nebraska,2021-03-13,m,25,13
USA,Nebraska,2021-03-13,m,35,15
USA,Nebraska,2021-03-13,m,45,68
USA,Nebraska,2021-03-13,m,55,166
USA,Nebraska,2021-03-13,m,65,347
USA,Nebraska,2021-03-13,m,75,478
USA,Nebraska,2021-03-13,m,85,450
USA,Nebraska,2021-03-13,m,TOT,1539
USA,Nevada,2021-03-13,b,0,0
USA,Nevada,2021-03-13,b,1,0
USA,Nevada,2021-03-13,b,5,1
USA,Nevada,2021-03-13,b,15,11
USA,Nevada,2021-03-13,b,25,46
USA,Nevada,2021-03-13,b,35,124
USA,Nevada,2021-03-13,b,45,359
USA,Nevada,2021-03-13,b,55,768
USA,Nevada,2021-03-13,b,65,1345
USA,Nevada,2021-03-13,b,75,1542
USA,Nevada,2021-03-13,b,85,1009
USA,Nevada,2021-03-13,b,TOT,5205
USA,Nevada,2021-03-13,f,0,0
USA,Nevada,2021-03-13,f,1,0
USA,Nevada,2021-03-13,f,5,0
USA,Nevada,2021-03-13,f,15,3
USA,Nevada,2021-03-13,f,25,22
USA,Nevada,2021-03-13,f,35,31
USA,Nevada,2021-03-13,f,45,97
USA,Nevada,2021-03-13,f,55,255
USA,Nevada,2021-03-13,f,65,463
USA,Nevada,2021-03-13,f,75,600
USA,Nevada,2021-03-13,f,85,474
USA,Nevada,2021-03-13,f,TOT,1945
USA,Nevada,2021-03-13,m,0,0
USA,Nevada,2021-03-13,m,1,0
USA,Nevada,2021-03-13,m,5,1
USA,Nevada,2021-03-13,m,15,8
USA,Nevada,2021-03-13,m,25,24
USA,Nevada,2021-03-13,m,35,93
USA,Nevada,2021-03-13,m,45,262
USA,Nevada,2021-03-13,m,55,513
USA,Nevada,2021-03-13,m,65,882
USA,Nevada,2021-03-13,m,75,942
USA,Nevada,2021-03-13,m,85,535
USA,Nevada,2021-03-13,m,TOT,3260
USA,New Hampshire,2021-03-13,b,0,0
USA,New Hampshire,2021-03-13,b,1,0
USA,New Hampshire,2021-03-13,b,5,0
USA,New Hampshire,2021-03-13,b,15,1
USA,New Hampshire,2021-03-13,b,25,2
USA,New Hampshire,2021-03-13,b,35,4
USA,New Hampshire,2021-03-13,b,45,16
USA,New Hampshire,2021-03-13,b,55,51
USA,New Hampshire,2021-03-13,b,65,191
USA,New Hampshire,2021-03-13,b,75,365
USA,New Hampshire,2021-03-13,b,85,587
USA,New Hampshire,2021-03-13,b,TOT,1216
USA,New Hampshire,2021-03-13,f,0,0
USA,New Hampshire,2021-03-13,f,1,0
USA,New Hampshire,2021-03-13,f,5,0
USA,New Hampshire,2021-03-13,f,15,0
USA,New Hampshire,2021-03-13,f,25,0
USA,New Hampshire,2021-03-13,f,35,0
USA,New Hampshire,2021-03-13,f,45,3
USA,New Hampshire,2021-03-13,f,55,10
USA,New Hampshire,2021-03-13,f,65,74
USA,New Hampshire,2021-03-13,f,75,158
USA,New Hampshire,2021-03-13,f,85,361
USA,New Hampshire,2021-03-13,f,TOT,606
USA,New Hampshire,2021-03-13,m,0,0
USA,New Hampshire,2021-03-13,m,1,0
USA,New Hampshire,2021-03-13,m,5,0
USA,New Hampshire,2021-03-13,m,15,1
USA,New Hampshire,2021-03-13,m,25,2
USA,New Hampshire,2021-03-13,m,35,4
USA,New Hampshire,2021-03-13,m,45,13
USA,New Hampshire,2021-03-13,m,55,41
USA,New Hampshire,2021-03-13,m,65,117
USA,New Hampshire,2021-03-13,m,75,207
USA,New Hampshire,2021-03-13,m,85,226
USA,New Hampshire,2021-03-13,m,TOT,610
USA,New Jersey,2021-03-13,b,0,1
USA,New Jersey,2021-03-13,b,1,1
USA,New Jersey,2021-03-13,b,5,2
USA,New Jersey,2021-03-13,b,15,22
USA,New Jersey,2021-03-13,b,25,155
USA,New Jersey,2021-03-13,b,35,379
USA,New Jersey,2021-03-13,b,45,1125
USA,New Jersey,2021-03-13,b,55,2797
USA,New Jersey,2021-03-13,b,65,4461
USA,New Jersey,2021-03-13,b,75,5857
USA,New Jersey,2021-03-13,b,85,7189
USA,New Jersey,2021-03-13,b,TOT,21989
USA,New Jersey,2021-03-13,f,0,1
USA,New Jersey,2021-03-13,f,1,1
USA,New Jersey,2021-03-13,f,5,1
USA,New Jersey,2021-03-13,f,15,8
USA,New Jersey,2021-03-13,f,25,49
USA,New Jersey,2021-03-13,f,35,100
USA,New Jersey,2021-03-13,f,45,308
USA,New Jersey,2021-03-13,f,55,921
USA,New Jersey,2021-03-13,f,65,1643
USA,New Jersey,2021-03-13,f,75,2650
USA,New Jersey,2021-03-13,f,85,4272
USA,New Jersey,2021-03-13,f,TOT,9953
USA,New Jersey,2021-03-13,m,0,1
USA,New Jersey,2021-03-13,m,1,0
USA,New Jersey,2021-03-13,m,5,0
USA,New Jersey,2021-03-13,m,15,15
USA,New Jersey,2021-03-13,m,25,106
USA,New Jersey,2021-03-13,m,35,279
USA,New Jersey,2021-03-13,m,45,817
USA,New Jersey,2021-03-13,m,55,1876
USA,New Jersey,2021-03-13,m,65,2818
USA,New Jersey,2021-03-13,m,75,3207
USA,New Jersey,2021-03-13,m,85,2917
USA,New Jersey,2021-03-13,m,TOT,12036
USA,New Mexico,2021-03-13,b,0,0
USA,New Mexico,2021-03-13,b,1,0
USA,New Mexico,2021-03-13,b,5,1
USA,New Mexico,2021-03-13,b,15,7
USA,New Mexico,2021-03-13,b,25,68
USA,New Mexico,2021-03-13,b,35,130
USA,New Mexico,2021-03-13,b,45,258
USA,New Mexico,2021-03-13,b,55,555
USA,New Mexico,2021-03-13,b,65,845
USA,New Mexico,2021-03-13,b,75,928
USA,New Mexico,2021-03-13,b,85,842
USA,New Mexico,2021-03-13,b,TOT,3634
USA,New Mexico,2021-03-13,f,0,0
USA,New Mexico,2021-03-13,f,1,0
USA,New Mexico,2021-03-13,f,5,0
USA,New Mexico,2021-03-13,f,15,6
USA,New Mexico,2021-03-13,f,25,21
USA,New Mexico,2021-03-13,f,35,49
USA,New Mexico,2021-03-13,f,45,101
USA,New Mexico,2021-03-13,f,55,212
USA,New Mexico,2021-03-13,f,65,351
USA,New Mexico,2021-03-13,f,75,415
USA,New Mexico,2021-03-13,f,85,469
USA,New Mexico,2021-03-13,f,TOT,1624
USA,New Mexico,2021-03-13,m,0,0
USA,New Mexico,2021-03-13,m,1,0
USA,New Mexico,2021-03-13,m,5,1
USA,New Mexico,2021-03-13,m,15,2
USA,New Mexico,2021-03-13,m,25,47
USA,New Mexico,2021-03-13,m,35,81
USA,New Mexico,2021-03-13,m,45,157
USA,New Mexico,2021-03-13,m,55,343
USA,New Mexico,2021-03-13,m,65,494
USA,New Mexico,2021-03-13,m,75,513
USA,New Mexico,2021-03-13,m,85,373
USA,New Mexico,2021-03-13,m,TOT,2010
USA,New York,2021-03-13,b,0,2
USA,New York,2021-03-13,b,1,1
USA,New York,2021-03-13,b,5,3
USA,New York,2021-03-13,b,15,22
USA,New York,2021-03-13,b,25,103
USA,New York,2021-03-13,b,35,271
USA,New York,2021-03-13,b,45,806
USA,New York,2021-03-13,b,55,2328
USA,New York,2021-03-13,b,65,4372
USA,New York,2021-03-13,b,75,6133
USA,New York,2021-03-13,b,85,8716
USA,New York,2021-03-13,b,TOT,22756
USA,New York,2021-03-13,f,0,0
USA,New York,2021-03-13,f,1,0
USA,New York,2021-03-13,f,5,1
USA,New York,2021-03-13,f,15,5
USA,New York,2021-03-13,f,25,32
USA,New York,2021-03-13,f,35,87
USA,New York,2021-03-13,f,45,250
USA,New York,2021-03-13,f,55,791
USA,New York,2021-03-13,f,65,1686
USA,New York,2021-03-13,f,75,2828
USA,New York,2021-03-13,f,85,5254
USA,New York,2021-03-13,f,TOT,10934
USA,New York,2021-03-13,m,0,1
USA,New York,2021-03-13,m,1,1
USA,New York,2021-03-13,m,5,2
USA,New York,2021-03-13,m,15,17
USA,New York,2021-03-13,m,25,71
USA,New York,2021-03-13,m,35,184
USA,New York,2021-03-13,m,45,556
USA,New York,2021-03-13,m,55,1537
USA,New York,2021-03-13,m,65,2686
USA,New York,2021-03-13,m,75,3305
USA,New York,2021-03-13,m,85,3462
USA,New York,2021-03-13,m,TOT,11822
USA,New York City,2021-03-13,b,0,3
USA,New York City,2021-03-13,b,1,2
USA,New York City,2021-03-13,b,5,10
USA,New York City,2021-03-13,b,15,39
USA,New York City,2021-03-13,b,25,214
USA,New York City,2021-03-13,b,35,614
USA,New York City,2021-03-13,b,45,1661
USA,New York City,2021-03-13,b,55,4054
USA,New York City,2021-03-13,b,65,6419
USA,New York City,2021-03-13,b,75,6984
USA,New York City,2021-03-13,b,85,6485
USA,New York City,2021-03-13,b,TOT,26485
USA,New York City,2021-03-13,f,0,1
USA,New York City,2021-03-13,f,1,1
USA,New York City,2021-03-13,f,5,3
USA,New York City,2021-03-13,f,15,12
USA,New York City,2021-03-13,f,25,69
USA,New York City,2021-03-13,f,35,147
USA,New York City,2021-03-13,f,45,488
USA,New York City,2021-03-13,f,55,1334
USA,New York City,2021-03-13,f,65,2299
USA,New York City,2021-03-13,f,75,2953
USA,New York City,2021-03-13,f,85,3612
USA,New York City,2021-03-13,f,TOT,10919
USA,New York City,2021-03-13,m,0,3
USA,New York City,2021-03-13,m,1,2
USA,New York City,2021-03-13,m,5,5
USA,New York City,2021-03-13,m,15,27
USA,New York City,2021-03-13,m,25,145
USA,New York City,2021-03-13,m,35,467
USA,New York City,2021-03-13,m,45,1173
USA,New York City,2021-03-13,m,55,2720
USA,New York City,2021-03-13,m,65,4120
USA,New York City,2021-03-13,m,75,4031
USA,New York City,2021-03-13,m,85,2873
USA,New York City,2021-03-13,m,TOT,15566
USA,North Carolina,2021-03-13,b,0,0
USA,North Carolina,2021-03-13,b,1,0
USA,North Carolina,2021-03-13,b,5,1
USA,North Carolina,2021-03-13,b,15,4
USA,North Carolina,2021-03-13,b,25,35
USA,North Carolina,2021-03-13,b,35,97
USA,North Carolina,2021-03-13,b,45,279
USA,North Carolina,2021-03-13,b,55,638
USA,North Carolina,2021-03-13,b,65,1324
USA,North Carolina,2021-03-13,b,75,1643
USA,North Carolina,2021-03-13,b,85,1757
USA,North Carolina,2021-03-13,b,TOT,5778
USA,North Carolina,2021-03-13,f,0,0
USA,North Carolina,2021-03-13,f,1,0
USA,North Carolina,2021-03-13,f,5,0
USA,North Carolina,2021-03-13,f,15,1
USA,North Carolina,2021-03-13,f,25,13
USA,North Carolina,2021-03-13,f,35,29
USA,North Carolina,2021-03-13,f,45,99
USA,North Carolina,2021-03-13,f,55,242
USA,North Carolina,2021-03-13,f,65,566
USA,North Carolina,2021-03-13,f,75,779
USA,North Carolina,2021-03-13,f,85,1102
USA,North Carolina,2021-03-13,f,TOT,2831
USA,North Carolina,2021-03-13,m,0,0
USA,North Carolina,2021-03-13,m,1,0
USA,North Carolina,2021-03-13,m,5,1
USA,North Carolina,2021-03-13,m,15,4
USA,North Carolina,2021-03-13,m,25,22
USA,North Carolina,2021-03-13,m,35,68
USA,North Carolina,2021-03-13,m,45,180
USA,North Carolina,2021-03-13,m,55,396
USA,North Carolina,2021-03-13,m,65,758
USA,North Carolina,2021-03-13,m,75,864
USA,North Carolina,2021-03-13,m,85,655
USA,North Carolina,2021-03-13,m,TOT,2947
USA,North Dakota,2021-03-13,b,0,0
USA,North Dakota,2021-03-13,b,1,0
USA,North Dakota,2021-03-13,b,5,0
USA,North Dakota,2021-03-13,b,15,2
USA,North Dakota,2021-03-13,b,25,9
USA,North Dakota,2021-03-13,b,35,19
USA,North Dakota,2021-03-13,b,45,46
USA,North Dakota,2021-03-13,b,55,135
USA,North Dakota,2021-03-13,b,65,272
USA,North Dakota,2021-03-13,b,75,434
USA,North Dakota,2021-03-13,b,85,710
USA,North Dakota,2021-03-13,b,TOT,1627
USA,North Dakota,2021-03-13,f,0,0
USA,North Dakota,2021-03-13,f,1,0
USA,North Dakota,2021-03-13,f,5,0
USA,North Dakota,2021-03-13,f,15,1
USA,North Dakota,2021-03-13,f,25,2
USA,North Dakota,2021-03-13,f,35,5
USA,North Dakota,2021-03-13,f,45,14
USA,North Dakota,2021-03-13,f,55,43
USA,North Dakota,2021-03-13,f,65,93
USA,North Dakota,2021-03-13,f,75,194
USA,North Dakota,2021-03-13,f,85,373
USA,North Dakota,2021-03-13,f,TOT,724
USA,North Dakota,2021-03-13,m,0,0
USA,North Dakota,2021-03-13,m,1,0
USA,North Dakota,2021-03-13,m,5,0
USA,North Dakota,2021-03-13,m,15,1
USA,North Dakota,2021-03-13,m,25,6
USA,North Dakota,2021-03-13,m,35,16
USA,North Dakota,2021-03-13,m,45,32
USA,North Dakota,2021-03-13,m,55,92
USA,North Dakota,2021-03-13,m,65,179
USA,North Dakota,2021-03-13,m,75,240
USA,North Dakota,2021-03-13,m,85,337
USA,North Dakota,2021-03-13,m,TOT,903
USA,Ohio,2021-03-13,b,0,1
USA,Ohio,2021-03-13,b,1,1
USA,Ohio,2021-03-13,b,5,2
USA,Ohio,2021-03-13,b,15,11
USA,Ohio,2021-03-13,b,25,56
USA,Ohio,2021-03-13,b,35,168
USA,Ohio,2021-03-13,b,45,498
USA,Ohio,2021-03-13,b,55,1776
USA,Ohio,2021-03-13,b,65,4095
USA,Ohio,2021-03-13,b,75,6194
USA,Ohio,2021-03-13,b,85,7403
USA,Ohio,2021-03-13,b,TOT,20205
USA,Ohio,2021-03-13,f,0,1
USA,Ohio,2021-03-13,f,1,1
USA,Ohio,2021-03-13,f,5,1
USA,Ohio,2021-03-13,f,15,8
USA,Ohio,2021-03-13,f,25,25
USA,Ohio,2021-03-13,f,35,70
USA,Ohio,2021-03-13,f,45,187
USA,Ohio,2021-03-13,f,55,681
USA,Ohio,2021-03-13,f,65,1564
USA,Ohio,2021-03-13,f,75,2782
USA,Ohio,2021-03-13,f,85,4330
USA,Ohio,2021-03-13,f,TOT,9649
USA,Ohio,2021-03-13,m,0,0
USA,Ohio,2021-03-13,m,1,1
USA,Ohio,2021-03-13,m,5,0
USA,Ohio,2021-03-13,m,15,5
USA,Ohio,2021-03-13,m,25,31
USA,Ohio,2021-03-13,m,35,98
USA,Ohio,2021-03-13,m,45,311
USA,Ohio,2021-03-13,m,55,1095
USA,Ohio,2021-03-13,m,65,2531
USA,Ohio,2021-03-13,m,75,3412
USA,Ohio,2021-03-13,m,85,3073
USA,Ohio,2021-03-13,m,TOT,10556
USA,Oklahoma,2021-03-13,b,0,1
USA,Oklahoma,2021-03-13,b,1,1
USA,Oklahoma,2021-03-13,b,5,1
USA,Oklahoma,2021-03-13,b,15,9
USA,Oklahoma,2021-03-13,b,25,47
USA,Oklahoma,2021-03-13,b,35,114
USA,Oklahoma,2021-03-13,b,45,353
USA,Oklahoma,2021-03-13,b,55,915
USA,Oklahoma,2021-03-13,b,65,1841
USA,Oklahoma,2021-03-13,b,75,2195
USA,Oklahoma,2021-03-13,b,85,2134
USA,Oklahoma,2021-03-13,b,TOT,7610
USA,Oklahoma,2021-03-13,f,0,1
USA,Oklahoma,2021-03-13,f,1,0
USA,Oklahoma,2021-03-13,f,5,1
USA,Oklahoma,2021-03-13,f,15,3
USA,Oklahoma,2021-03-13,f,25,16
USA,Oklahoma,2021-03-13,f,35,50
USA,Oklahoma,2021-03-13,f,45,145
USA,Oklahoma,2021-03-13,f,55,361
USA,Oklahoma,2021-03-13,f,65,759
USA,Oklahoma,2021-03-13,f,75,965
USA,Oklahoma,2021-03-13,f,85,1157
USA,Oklahoma,2021-03-13,f,TOT,3457
USA,Oklahoma,2021-03-13,m,0,1
USA,Oklahoma,2021-03-13,m,1,1
USA,Oklahoma,2021-03-13,m,5,0
USA,Oklahoma,2021-03-13,m,15,6
USA,Oklahoma,2021-03-13,m,25,31
USA,Oklahoma,2021-03-13,m,35,64
USA,Oklahoma,2021-03-13,m,45,208
USA,Oklahoma,2021-03-13,m,55,554
USA,Oklahoma,2021-03-13,m,65,1082
USA,Oklahoma,2021-03-13,m,75,1230
USA,Oklahoma,2021-03-13,m,85,977
USA,Oklahoma,2021-03-13,m,TOT,4153
USA,Oregon,2021-03-13,b,0,0
USA,Oregon,2021-03-13,b,1,0
USA,Oregon,2021-03-13,b,5,0
USA,Oregon,2021-03-13,b,15,3
USA,Oregon,2021-03-13,b,25,10
USA,Oregon,2021-03-13,b,35,25
USA,Oregon,2021-03-13,b,45,80
USA,Oregon,2021-03-13,b,55,221
USA,Oregon,2021-03-13,b,65,388
USA,Oregon,2021-03-13,b,75,637
USA,Oregon,2021-03-13,b,85,757
USA,Oregon,2021-03-13,b,TOT,2121
USA,Oregon,2021-03-13,f,0,0
USA,Oregon,2021-03-13,f,1,0
USA,Oregon,2021-03-13,f,5,0
USA,Oregon,2021-03-13,f,15,0
USA,Oregon,2021-03-13,f,25,4
USA,Oregon,2021-03-13,f,35,9
USA,Oregon,2021-03-13,f,45,22
USA,Oregon,2021-03-13,f,55,69
USA,Oregon,2021-03-13,f,65,168
USA,Oregon,2021-03-13,f,75,281
USA,Oregon,2021-03-13,f,85,437
USA,Oregon,2021-03-13,f,TOT,990
USA,Oregon,2021-03-13,m,0,0
USA,Oregon,2021-03-13,m,1,0
USA,Oregon,2021-03-13,m,5,0
USA,Oregon,2021-03-13,m,15,2
USA,Oregon,2021-03-13,m,25,7
USA,Oregon,2021-03-13,m,35,16
USA,Oregon,2021-03-13,m,45,58
USA,Oregon,2021-03-13,m,55,152
USA,Oregon,2021-03-13,m,65,220
USA,Oregon,2021-03-13,m,75,356
USA,Oregon,2021-03-13,m,85,320
USA,Oregon,2021-03-13,m,TOT,1131
USA,Pennsylvania,2021-03-13,b,0,0
USA,Pennsylvania,2021-03-13,b,1,0
USA,Pennsylvania,2021-03-13,b,5,1
USA,Pennsylvania,2021-03-13,b,15,21
USA,Pennsylvania,2021-03-13,b,25,82
USA,Pennsylvania,2021-03-13,b,35,178
USA,Pennsylvania,2021-03-13,b,45,662
USA,Pennsylvania,2021-03-13,b,55,2092
USA,Pennsylvania,2021-03-13,b,65,4716
USA,Pennsylvania,2021-03-13,b,75,6899
USA,Pennsylvania,2021-03-13,b,85,10438
USA,Pennsylvania,2021-03-13,b,TOT,25089
USA,Pennsylvania,2021-03-13,f,0,0
USA,Pennsylvania,2021-03-13,f,1,0
USA,Pennsylvania,2021-03-13,f,5,0
USA,Pennsylvania,2021-03-13,f,15,8
USA,Pennsylvania,2021-03-13,f,25,21
USA,Pennsylvania,2021-03-13,f,35,63
USA,Pennsylvania,2021-03-13,f,45,239
USA,Pennsylvania,2021-03-13,f,55,737
USA,Pennsylvania,2021-03-13,f,65,1861
USA,Pennsylvania,2021-03-13,f,75,3124
USA,Pennsylvania,2021-03-13,f,85,6360
USA,Pennsylvania,2021-03-13,f,TOT,12413
USA,Pennsylvania,2021-03-13,m,0,0
USA,Pennsylvania,2021-03-13,m,1,0
USA,Pennsylvania,2021-03-13,m,5,1
USA,Pennsylvania,2021-03-13,m,15,13
USA,Pennsylvania,2021-03-13,m,25,61
USA,Pennsylvania,2021-03-13,m,35,115
USA,Pennsylvania,2021-03-13,m,45,423
USA,Pennsylvania,2021-03-13,m,55,1355
USA,Pennsylvania,2021-03-13,m,65,2855
USA,Pennsylvania,2021-03-13,m,75,3775
USA,Pennsylvania,2021-03-13,m,85,4078
USA,Pennsylvania,2021-03-13,m,TOT,12676
USA,Puerto Rico,2021-03-13,b,0,0
USA,Puerto Rico,2021-03-13,b,1,0
USA,Puerto Rico,2021-03-13,b,5,1
USA,Puerto Rico,2021-03-13,b,15,8
USA,Puerto Rico,2021-03-13,b,25,20
USA,Puerto Rico,2021-03-13,b,35,52
USA,Puerto Rico,2021-03-13,b,45,148
USA,Puerto Rico,2021-03-13,b,55,282
USA,Puerto Rico,2021-03-13,b,65,481
USA,Puerto Rico,2021-03-13,b,75,531
USA,Puerto Rico,2021-03-13,b,85,397
USA,Puerto Rico,2021-03-13,b,TOT,1920
USA,Puerto Rico,2021-03-13,f,0,0
USA,Puerto Rico,2021-03-13,f,1,0
USA,Puerto Rico,2021-03-13,f,5,1
USA,Puerto Rico,2021-03-13,f,15,2
USA,Puerto Rico,2021-03-13,f,25,9
USA,Puerto Rico,2021-03-13,f,35,15
USA,Puerto Rico,2021-03-13,f,45,48
USA,Puerto Rico,2021-03-13,f,55,120
USA,Puerto Rico,2021-03-13,f,65,186
USA,Puerto Rico,2021-03-13,f,75,223
USA,Puerto Rico,2021-03-13,f,85,209
USA,Puerto Rico,2021-03-13,f,TOT,813
USA,Puerto Rico,2021-03-13,m,0,0
USA,Puerto Rico,2021-03-13,m,1,0
USA,Puerto Rico,2021-03-13,m,5,0
USA,Puerto Rico,2021-03-13,m,15,5
USA,Puerto Rico,2021-03-13,m,25,12
USA,Puerto Rico,2021-03-13,m,35,37
USA,Puerto Rico,2021-03-13,m,45,100
USA,Puerto Rico,2021-03-13,m,55,162
USA,Puerto Rico,2021-03-13,m,65,295
USA,Puerto Rico,2021-03-13,m,75,308
USA,Puerto Rico,2021-03-13,m,85,188
USA,Puerto Rico,2021-03-13,m,TOT,1107
USA,Rhode Island,2021-03-13,b,0,0
USA,Rhode Island,2021-03-13,b,1,0
USA,Rhode Island,2021-03-13,b,5,1
USA,Rhode Island,2021-03-13,b,15,0
USA,Rhode Island,2021-03-13,b,25,9
USA,Rhode Island,2021-03-13,b,35,17
USA,Rhode Island,2021-03-13,b,45,50
USA,Rhode Island,2021-03-13,b,55,180
USA,Rhode Island,2021-03-13,b,65,448
USA,Rhode Island,2021-03-13,b,75,630
USA,Rhode Island,2021-03-13,b,85,1136
USA,Rhode Island,2021-03-13,b,TOT,2470
USA,Rhode Island,2021-03-13,f,0,0
USA,Rhode Island,2021-03-13,f,1,0
USA,Rhode Island,2021-03-13,f,5,1
USA,Rhode Island,2021-03-13,f,15,0
USA,Rhode Island,2021-03-13,f,25,2
USA,Rhode Island,2021-03-13,f,35,5
USA,Rhode Island,2021-03-13,f,45,21
USA,Rhode Island,2021-03-13,f,55,59
USA,Rhode Island,2021-03-13,f,65,184
USA,Rhode Island,2021-03-13,f,75,303
USA,Rhode Island,2021-03-13,f,85,711
USA,Rhode Island,2021-03-13,f,TOT,1285
USA,Rhode Island,2021-03-13,m,0,0
USA,Rhode Island,2021-03-13,m,1,0
USA,Rhode Island,2021-03-13,m,5,0
USA,Rhode Island,2021-03-13,m,15,0
USA,Rhode Island,2021-03-13,m,25,5
USA,Rhode Island,2021-03-13,m,35,14
USA,Rhode Island,2021-03-13,m,45,29
USA,Rhode Island,2021-03-13,m,55,121
USA,Rhode Island,2021-03-13,m,65,264
USA,Rhode Island,2021-03-13,m,75,327
