Region,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Northeast,m,0,2020-08-15,1895.1874251278496,2150.2482187213714,2159.4136182087404,7185029.178733439
Northeast,m,0,2020-09-15,2166.4535673313035,2434.1309311124296,2451.517215275307,8381792.7578377705
Northeast,m,0,2020-10-15,2392.6964008667437,2657.858118976495,2686.593172614182,9578333.387435436
Northeast,m,0,2020-11-15,2561.728929815518,2909.7880596251175,2938.5231132628046,10774647.858803712
Northeast,m,0,2020-12-15,2871.190355788784,3267.6484361509624,3296.3834897886495,11970733.363707252
Northeast,m,0,2021-01-15,3113.5304776436574,3570.3377460038528,3602.5514332034595,13166587.494398078
Northeast,m,0,2021-02-15,3180.5304760955814,3695.101149032994,3741.257102901018,14362208.24361559
Northeast,m,0,2021-03-15,3422.9517254818375,3981.758975519747,4027.9149293877713,15557594.004586563
Northeast,m,0,2021-04-15,3560.803270153957,4168.749333104601,4241.236399237714,16752743.571025139
Northeast,m,40,2020-03-15,1165.4265525804585,1220.8086828606251,1229.5318697802732,735945.2251212382
Northeast,m,40,2020-04-15,7390.248419098067,7463.246997147955,7471.9701840676025,1480665.235155487
Northeast,m,40,2020-05-15,9663.350945321788,9763.00121267222,9771.724399591867,2225057.2700687307
Northeast,m,40,2020-06-15,10297.638336374757,10404.86107616662,10431.607913012602,2941796.1562147266
Northeast,m,40,2020-07-15,11087.726100538901,11236.75845529819,11266.635151492786,3703782.8492831187
Northeast,m,40,2020-08-15,11400.801972416835,11591.017260618568,11645.13349256149,4447250.064054256
Northeast,m,40,2020-09-15,11600.813525659425,11881.454164959208,11938.06781741195,5190430.0884637665
Northeast,m,40,2020-10-15,12082.79196732376,12418.921483389173,12475.535135841914,5878654.030008159
Northeast,m,40,2020-11-15,12832.478170582539,13194.321683876335,13265.521137612157,6612167.517201502
Northeast,m,40,2020-12-15,14714.648109226744,15135.516216667536,15206.715670403357,7400091.903967249
Northeast,m,40,2021-01-15,16664.77961576069,17089.048996314104,17167.020523244828,8142190.062103403
Northeast,m,40,2021-02-15,17676.54892870396,18100.00040258221,18192.920701138122,8884025.964089707
Northeast,m,40,2021-03-15,18730.418114414602,19168.351033368886,19267.342764716417,9625599.488743639
Northeast,m,40,2021-04-15,19786.235777104113,20247.840062369443,20362.025991413608,10366908.812207712
Northeast,m,65,2020-03-15,841.1260708475917,889.786350034265,906.0416900849561,206775.52126958166
Northeast,m,65,2020-04-15,7259.209677296158,7300.558538086008,7324.125296533522,414136.26767439273
Northeast,m,65,2020-05-15,9123.567587094627,9168.662266281535,9208.872657123491,622078.5538386488
Northeast,m,65,2020-06-15,9277.82044319169,9439.371014199927,9487.677839913413,830596.7003309503
Northeast,m,65,2020-07-15,9397.105854350546,9632.234801843042,9681.611652145419,1039683.0336642823
Northeast,m,65,2020-08-15,9588.362778045455,9903.017870166366,9991.386794128019,1249327.9563439344
Northeast,m,65,2020-09-15,9694.313719126398,9927.779686662147,10123.480534243778,1459520.2270591801
Northeast,m,65,2020-10-15,9967.505441562886,10288.33401369386,10504.408057803807,1670247.030731196
Northeast,m,65,2020-11-15,10580.615096906458,11033.599150474784,11249.673194584731,1881493.9785130632
Northeast,m,65,2020-12-15,12589.358062476755,13073.855201060884,13289.92924517083,2093245.1077897649
Northeast,m,65,2021-01-15,14713.394195342244,15231.473053271966,15447.547097381912,2305482.8821781888
Northeast,m,65,2021-02-15,15586.524585830133,16051.096527846597,16333.634295029675,2518188.191527126
Northeast,m,65,2021-03-15,16235.425723324293,16713.409347257293,17021.42324703588,2731340.351917271
Northeast,m,65,2021-04-15,16675.901721000886,17108.207206678948,17491.520658049303,2944917.105661222
