State,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Alabama,f,85,2020-05-15,96.89117005809237,95.6097742897324,105.5898558988655,17862.467893852718
Alabama,f,85,2020-06-15,175.55130623303808,174.2699104646781,184.2499920738112,23832.871202112758
Alabama,f,85,2020-07-15,389.3336225808886,388.0522268125286,398.0323084216617,29811.12120190135
Alabama,f,85,2020-08-15,571.9008642435081,570.6194684751481,580.5995500842812,35796.958832476295
Alabama,f,85,2020-09-15,678.965472777796,677.684077009436,687.6641586185691,41790.13439576977
Alabama,f,85,2020-10-15,745.0475002163762,743.7661044480162,753.7461860571493,47790.42400509264
Alabama,f,85,2020-11-15,881.0274700690195,879.7460743006595,889.7261559097926,53797.62958513447
Alabama,f,85,2020-12-15,1201.8398818710975,1200.5584861027378,1210.5385677118707,59811.57887196352
Alabama,f,85,2021-01-15,1592.308299530429,1591.026903762069,1601.006985371202,65832.12541302673
Alabama,f,85,2021-02-15,1592.308299530429,1599.2501283701795,1609.2302099793123,71859.14856714978
Alabama,f,85,2021-03-15,1592.308299530429,1532.2038342129767,1609.2302099793123,77892.55350453698
Alabama,f,85,2021-04-15,1592.308299530429,1489.3916675069513,1609.2302099793123,83932.2712067714
Alabama,m,0,2020-03-15,0,0.7730820487358869,0.7730820487358869,98458.7889075195
