Country,Region,Date,Sex,Age,AgeInt,Metric,Measure,Value
USA,Kentucky,2021-02-27,f,55,10,Count,Deaths,277
USA,Kentucky,2021-02-27,f,65,10,Count,Deaths,561
USA,Kentucky,2021-02-27,f,75,10,Count,Deaths,868
USA,Kentucky,2021-02-27,f,85,20,Count,Deaths,1247
USA,Kentucky,2021-02-27,f,TOT,NA,Count,Deaths,3056
USA,Kentucky,2021-02-27,m,0,1,Count,Deaths,1
USA,Kentucky,2021-02-27,m,1,4,Count,Deaths,0
USA,Kentucky,2021-02-27,m,5,10,Count,Deaths,0
USA,Kentucky,2021-02-27,m,15,10,Count,Deaths,0
USA,Kentucky,2021-02-27,m,25,10,Count,Deaths,7
USA,Kentucky,2021-02-27,m,35,10,Count,Deaths,41
USA,Kentucky,2021-02-27,m,45,10,Count,Deaths,113
USA,Kentucky,2021-02-27,m,55,10,Count,Deaths,368
USA,Kentucky,2021-02-27,m,65,10,Count,Deaths,814
USA,Kentucky,2021-02-27,m,75,10,Count,Deaths,919
USA,Kentucky,2021-02-27,m,85,20,Count,Deaths,750
USA,Kentucky,2021-02-27,m,TOT,NA,Count,Deaths,3012
USA,Louisiana,2021-02-27,b,0,1,Count,Deaths,2
USA,Louisiana,2021-02-27,b,1,4,Count,Deaths,1
USA,Louisiana,2021-02-27,b,5,10,Count,Deaths,4
USA,Louisiana,2021-02-27,b,15,10,Count,Deaths,15
USA,Louisiana,2021-02-27,b,25,10,Count,Deaths,56
USA,Louisiana,2021-02-27,b,35,10,Count,Deaths,162
USA,Louisiana,2021-02-27,b,45,10,Count,Deaths,422
USA,Louisiana,2021-02-27,b,55,10,Count,Deaths,1161
USA,Louisiana,2021-02-27,b,65,10,Count,Deaths,2086
USA,Louisiana,2021-02-27,b,75,10,Count,Deaths,2463
USA,Louisiana,2021-02-27,b,85,20,Count,Deaths,2005
USA,Louisiana,2021-02-27,b,TOT,NA,Count,Deaths,8377
USA,Louisiana,2021-02-27,f,0,1,Count,Deaths,1
USA,Louisiana,2021-02-27,f,1,4,Count,Deaths,0
USA,Louisiana,2021-02-27,f,5,10,Count,Deaths,0
USA,Louisiana,2021-02-27,f,15,10,Count,Deaths,7
USA,Louisiana,2021-02-27,f,25,10,Count,Deaths,24
USA,Louisiana,2021-02-27,f,35,10,Count,Deaths,76
USA,Louisiana,2021-02-27,f,45,10,Count,Deaths,163
USA,Louisiana,2021-02-27,f,55,10,Count,Deaths,490
USA,Louisiana,2021-02-27,f,65,10,Count,Deaths,828
USA,Louisiana,2021-02-27,f,75,10,Count,Deaths,1130
USA,Louisiana,2021-02-27,f,85,20,Count,Deaths,1116
USA,Louisiana,2021-02-27,f,TOT,NA,Count,Deaths,3834
USA,Louisiana,2021-02-27,m,0,1,Count,Deaths,1
USA,Louisiana,2021-02-27,m,1,4,Count,Deaths,1
USA,Louisiana,2021-02-27,m,5,10,Count,Deaths,2
USA,Louisiana,2021-02-27,m,15,10,Count,Deaths,11
USA,Louisiana,2021-02-27,m,25,10,Count,Deaths,32
USA,Louisiana,2021-02-27,m,35,10,Count,Deaths,86
USA,Louisiana,2021-02-27,m,45,10,Count,Deaths,259
USA,Louisiana,2021-02-27,m,55,10,Count,Deaths,671
USA,Louisiana,2021-02-27,m,65,10,Count,Deaths,1258
USA,Louisiana,2021-02-27,m,75,10,Count,Deaths,1333
USA,Louisiana,2021-02-27,m,85,20,Count,Deaths,889
USA,Louisiana,2021-02-27,m,TOT,NA,Count,Deaths,4543
USA,Maine,2021-02-27,b,0,1,Count,Deaths,0
USA,Maine,2021-02-27,b,1,4,Count,Deaths,0
USA,Maine,2021-02-27,b,5,10,Count,Deaths,0
USA,Maine,2021-02-27,b,15,10,Count,Deaths,0
USA,Maine,2021-02-27,b,25,10,Count,Deaths,2
USA,Maine,2021-02-27,b,35,10,Count,Deaths,6
USA,Maine,2021-02-27,b,45,10,Count,Deaths,18
USA,Maine,2021-02-27,b,55,10,Count,Deaths,49
USA,Maine,2021-02-27,b,65,10,Count,Deaths,120
USA,Maine,2021-02-27,b,75,10,Count,Deaths,256
USA,Maine,2021-02-27,b,85,20,Count,Deaths,333
USA,Maine,2021-02-27,b,TOT,NA,Count,Deaths,784
USA,Maine,2021-02-27,f,0,1,Count,Deaths,0
USA,Maine,2021-02-27,f,1,4,Count,Deaths,0
USA,Maine,2021-02-27,f,5,10,Count,Deaths,0
USA,Maine,2021-02-27,f,15,10,Count,Deaths,0
USA,Maine,2021-02-27,f,25,10,Count,Deaths,0
USA,Maine,2021-02-27,f,35,10,Count,Deaths,2
USA,Maine,2021-02-27,f,45,10,Count,Deaths,7
USA,Maine,2021-02-27,f,55,10,Count,Deaths,13
USA,Maine,2021-02-27,f,65,10,Count,Deaths,40
USA,Maine,2021-02-27,f,75,10,Count,Deaths,124
USA,Maine,2021-02-27,f,85,20,Count,Deaths,221
USA,Maine,2021-02-27,f,TOT,NA,Count,Deaths,407
USA,Maine,2021-02-27,m,0,1,Count,Deaths,0
USA,Maine,2021-02-27,m,1,4,Count,Deaths,0
USA,Maine,2021-02-27,m,5,10,Count,Deaths,0
USA,Maine,2021-02-27,m,15,10,Count,Deaths,0
USA,Maine,2021-02-27,m,25,10,Count,Deaths,1
USA,Maine,2021-02-27,m,35,10,Count,Deaths,4
USA,Maine,2021-02-27,m,45,10,Count,Deaths,12
USA,Maine,2021-02-27,m,55,10,Count,Deaths,36
USA,Maine,2021-02-27,m,65,10,Count,Deaths,80
USA,Maine,2021-02-27,m,75,10,Count,Deaths,132
USA,Maine,2021-02-27,m,85,20,Count,Deaths,112
USA,Maine,2021-02-27,m,TOT,NA,Count,Deaths,377
USA,Maryland,2021-02-27,b,0,1,Count,Deaths,1
USA,Maryland,2021-02-27,b,1,4,Count,Deaths,1
USA,Maryland,2021-02-27,b,5,10,Count,Deaths,2
USA,Maryland,2021-02-27,b,15,10,Count,Deaths,18
USA,Maryland,2021-02-27,b,25,10,Count,Deaths,54
USA,Maryland,2021-02-27,b,35,10,Count,Deaths,151
USA,Maryland,2021-02-27,b,45,10,Count,Deaths,404
USA,Maryland,2021-02-27,b,55,10,Count,Deaths,976
USA,Maryland,2021-02-27,b,65,10,Count,Deaths,1776
USA,Maryland,2021-02-27,b,75,10,Count,Deaths,2422
USA,Maryland,2021-02-27,b,85,20,Count,Deaths,2866
USA,Maryland,2021-02-27,b,TOT,NA,Count,Deaths,8670
USA,Maryland,2021-02-27,f,0,1,Count,Deaths,0
USA,Maryland,2021-02-27,f,1,4,Count,Deaths,0
USA,Maryland,2021-02-27,f,5,10,Count,Deaths,1
USA,Maryland,2021-02-27,f,15,10,Count,Deaths,10
USA,Maryland,2021-02-27,f,25,10,Count,Deaths,13
USA,Maryland,2021-02-27,f,35,10,Count,Deaths,48
USA,Maryland,2021-02-27,f,45,10,Count,Deaths,143
USA,Maryland,2021-02-27,f,55,10,Count,Deaths,360
USA,Maryland,2021-02-27,f,65,10,Count,Deaths,771
USA,Maryland,2021-02-27,f,75,10,Count,Deaths,1111
USA,Maryland,2021-02-27,f,85,20,Count,Deaths,1723
USA,Maryland,2021-02-27,f,TOT,NA,Count,Deaths,4180
USA,Maryland,2021-02-27,m,0,1,Count,Deaths,1
USA,Maryland,2021-02-27,m,1,4,Count,Deaths,1
USA,Maryland,2021-02-27,m,5,10,Count,Deaths,0
USA,Maryland,2021-02-27,m,15,10,Count,Deaths,9
USA,Maryland,2021-02-27,m,25,10,Count,Deaths,41
USA,Maryland,2021-02-27,m,35,10,Count,Deaths,103
USA,Maryland,2021-02-27,m,45,10,Count,Deaths,261
USA,Maryland,2021-02-27,m,55,10,Count,Deaths,616
USA,Maryland,2021-02-27,m,65,10,Count,Deaths,1005
USA,Maryland,2021-02-27,m,75,10,Count,Deaths,1311
USA,Maryland,2021-02-27,m,85,20,Count,Deaths,1143
USA,Maryland,2021-02-27,m,TOT,NA,Count,Deaths,4490
USA,Massachusetts,2021-02-27,b,0,1,Count,Deaths,0
USA,Massachusetts,2021-02-27,b,1,4,Count,Deaths,0
USA,Massachusetts,2021-02-27,b,5,10,Count,Deaths,0
USA,Massachusetts,2021-02-27,b,15,10,Count,Deaths,9
USA,Massachusetts,2021-02-27,b,25,10,Count,Deaths,26
USA,Massachusetts,2021-02-27,b,35,10,Count,Deaths,72
USA,Massachusetts,2021-02-27,b,45,10,Count,Deaths,254
USA,Massachusetts,2021-02-27,b,55,10,Count,Deaths,892
USA,Massachusetts,2021-02-27,b,65,10,Count,Deaths,1976
USA,Massachusetts,2021-02-27,b,75,10,Count,Deaths,3347
USA,Massachusetts,2021-02-27,b,85,20,Count,Deaths,5681
USA,Massachusetts,2021-02-27,b,TOT,NA,Count,Deaths,12257
USA,Massachusetts,2021-02-27,f,0,1,Count,Deaths,0
USA,Massachusetts,2021-02-27,f,1,4,Count,Deaths,0
USA,Massachusetts,2021-02-27,f,5,10,Count,Deaths,0
USA,Massachusetts,2021-02-27,f,15,10,Count,Deaths,2
USA,Massachusetts,2021-02-27,f,25,10,Count,Deaths,10
USA,Massachusetts,2021-02-27,f,35,10,Count,Deaths,21
USA,Massachusetts,2021-02-27,f,45,10,Count,Deaths,91
USA,Massachusetts,2021-02-27,f,55,10,Count,Deaths,313
USA,Massachusetts,2021-02-27,f,65,10,Count,Deaths,780
USA,Massachusetts,2021-02-27,f,75,10,Count,Deaths,1559
USA,Massachusetts,2021-02-27,f,85,20,Count,Deaths,3455
USA,Massachusetts,2021-02-27,f,TOT,NA,Count,Deaths,6231
USA,Massachusetts,2021-02-27,m,0,1,Count,Deaths,0
USA,Massachusetts,2021-02-27,m,1,4,Count,Deaths,0
USA,Massachusetts,2021-02-27,m,5,10,Count,Deaths,0
USA,Massachusetts,2021-02-27,m,15,10,Count,Deaths,6
USA,Massachusetts,2021-02-27,m,25,10,Count,Deaths,17
USA,Massachusetts,2021-02-27,m,35,10,Count,Deaths,51
USA,Massachusetts,2021-02-27,m,45,10,Count,Deaths,163
USA,Massachusetts,2021-02-27,m,55,10,Count,Deaths,579
USA,Massachusetts,2021-02-27,m,65,10,Count,Deaths,1196
USA,Massachusetts,2021-02-27,m,75,10,Count,Deaths,1788
USA,Massachusetts,2021-02-27,m,85,20,Count,Deaths,2226
USA,Massachusetts,2021-02-27,m,TOT,NA,Count,Deaths,6026
USA,Michigan,2021-02-27,b,0,1,Count,Deaths,0
USA,Michigan,2021-02-27,b,1,4,Count,Deaths,0
USA,Michigan,2021-02-27,b,5,10,Count,Deaths,3
USA,Michigan,2021-02-27,b,15,10,Count,Deaths,17
USA,Michigan,2021-02-27,b,25,10,Count,Deaths,71
USA,Michigan,2021-02-27,b,35,10,Count,Deaths,161
USA,Michigan,2021-02-27,b,45,10,Count,Deaths,570
USA,Michigan,2021-02-27,b,55,10,Count,Deaths,1520
USA,Michigan,2021-02-27,b,65,10,Count,Deaths,3213
USA,Michigan,2021-02-27,b,75,10,Count,Deaths,4098
USA,Michigan,2021-02-27,b,85,20,Count,Deaths,4540
USA,Michigan,2021-02-27,b,TOT,NA,Count,Deaths,14193
USA,Michigan,2021-02-27,f,0,1,Count,Deaths,0
USA,Michigan,2021-02-27,f,1,4,Count,Deaths,0
USA,Michigan,2021-02-27,f,5,10,Count,Deaths,1
USA,Michigan,2021-02-27,f,15,10,Count,Deaths,10
USA,Michigan,2021-02-27,f,25,10,Count,Deaths,25
USA,Michigan,2021-02-27,f,35,10,Count,Deaths,60
USA,Michigan,2021-02-27,f,45,10,Count,Deaths,196
USA,Michigan,2021-02-27,f,55,10,Count,Deaths,573
USA,Michigan,2021-02-27,f,65,10,Count,Deaths,1280
USA,Michigan,2021-02-27,f,75,10,Count,Deaths,1781
USA,Michigan,2021-02-27,f,85,20,Count,Deaths,2645
USA,Michigan,2021-02-27,f,TOT,NA,Count,Deaths,6571
USA,Michigan,2021-02-27,m,0,1,Count,Deaths,0
USA,Michigan,2021-02-27,m,1,4,Count,Deaths,0
USA,Michigan,2021-02-27,m,5,10,Count,Deaths,0
USA,Michigan,2021-02-27,m,15,10,Count,Deaths,9
USA,Michigan,2021-02-27,m,25,10,Count,Deaths,46
USA,Michigan,2021-02-27,m,35,10,Count,Deaths,101
USA,Michigan,2021-02-27,m,45,10,Count,Deaths,374
USA,Michigan,2021-02-27,m,55,10,Count,Deaths,947
USA,Michigan,2021-02-27,m,65,10,Count,Deaths,1933
USA,Michigan,2021-02-27,m,75,10,Count,Deaths,2317
USA,Michigan,2021-02-27,m,85,20,Count,Deaths,1895
USA,Michigan,2021-02-27,m,TOT,NA,Count,Deaths,7622
USA,Minnesota,2021-02-27,b,0,1,Count,Deaths,1
USA,Minnesota,2021-02-27,b,1,4,Count,Deaths,0
USA,Minnesota,2021-02-27,b,5,10,Count,Deaths,0
USA,Minnesota,2021-02-27,b,15,10,Count,Deaths,7
USA,Minnesota,2021-02-27,b,25,10,Count,Deaths,21
USA,Minnesota,2021-02-27,b,35,10,Count,Deaths,54
USA,Minnesota,2021-02-27,b,45,10,Count,Deaths,169
USA,Minnesota,2021-02-27,b,55,10,Count,Deaths,457
USA,Minnesota,2021-02-27,b,65,10,Count,Deaths,1087
USA,Minnesota,2021-02-27,b,75,10,Count,Deaths,1892
USA,Minnesota,2021-02-27,b,85,20,Count,Deaths,3092
USA,Minnesota,2021-02-27,b,TOT,NA,Count,Deaths,6779
USA,Minnesota,2021-02-27,f,0,1,Count,Deaths,1
USA,Minnesota,2021-02-27,f,1,4,Count,Deaths,0
USA,Minnesota,2021-02-27,f,5,10,Count,Deaths,0
USA,Minnesota,2021-02-27,f,15,10,Count,Deaths,2
USA,Minnesota,2021-02-27,f,25,10,Count,Deaths,10
USA,Minnesota,2021-02-27,f,35,10,Count,Deaths,21
USA,Minnesota,2021-02-27,f,45,10,Count,Deaths,56
USA,Minnesota,2021-02-27,f,55,10,Count,Deaths,155
USA,Minnesota,2021-02-27,f,65,10,Count,Deaths,431
USA,Minnesota,2021-02-27,f,75,10,Count,Deaths,807
USA,Minnesota,2021-02-27,f,85,20,Count,Deaths,1790
USA,Minnesota,2021-02-27,f,TOT,NA,Count,Deaths,3272
USA,Minnesota,2021-02-27,m,0,1,Count,Deaths,0
USA,Minnesota,2021-02-27,m,1,4,Count,Deaths,0
USA,Minnesota,2021-02-27,m,5,10,Count,Deaths,0
USA,Minnesota,2021-02-27,m,15,10,Count,Deaths,4
USA,Minnesota,2021-02-27,m,25,10,Count,Deaths,12
USA,Minnesota,2021-02-27,m,35,10,Count,Deaths,33
USA,Minnesota,2021-02-27,m,45,10,Count,Deaths,113
USA,Minnesota,2021-02-27,m,55,10,Count,Deaths,302
USA,Minnesota,2021-02-27,m,65,10,Count,Deaths,656
USA,Minnesota,2021-02-27,m,75,10,Count,Deaths,1085
USA,Minnesota,2021-02-27,m,85,20,Count,Deaths,1302
USA,Minnesota,2021-02-27,m,TOT,NA,Count,Deaths,3507
USA,Mississippi,2021-02-27,b,0,1,Count,Deaths,0
USA,Mississippi,2021-02-27,b,1,4,Count,Deaths,0
USA,Mississippi,2021-02-27,b,5,10,Count,Deaths,1
USA,Mississippi,2021-02-27,b,15,10,Count,Deaths,16
USA,Mississippi,2021-02-27,b,25,10,Count,Deaths,60
USA,Mississippi,2021-02-27,b,35,10,Count,Deaths,144
USA,Mississippi,2021-02-27,b,45,10,Count,Deaths,359
USA,Mississippi,2021-02-27,b,55,10,Count,Deaths,936
USA,Mississippi,2021-02-27,b,65,10,Count,Deaths,1691
USA,Mississippi,2021-02-27,b,75,10,Count,Deaths,1865
USA,Mississippi,2021-02-27,b,85,20,Count,Deaths,1560
USA,Mississippi,2021-02-27,b,TOT,NA,Count,Deaths,6632
USA,Mississippi,2021-02-27,f,0,1,Count,Deaths,0
USA,Mississippi,2021-02-27,f,1,4,Count,Deaths,0
USA,Mississippi,2021-02-27,f,5,10,Count,Deaths,0
USA,Mississippi,2021-02-27,f,15,10,Count,Deaths,7
USA,Mississippi,2021-02-27,f,25,10,Count,Deaths,30
USA,Mississippi,2021-02-27,f,35,10,Count,Deaths,70
USA,Mississippi,2021-02-27,f,45,10,Count,Deaths,168
USA,Mississippi,2021-02-27,f,55,10,Count,Deaths,433
USA,Mississippi,2021-02-27,f,65,10,Count,Deaths,713
USA,Mississippi,2021-02-27,f,75,10,Count,Deaths,826
USA,Mississippi,2021-02-27,f,85,20,Count,Deaths,918
USA,Mississippi,2021-02-27,f,TOT,NA,Count,Deaths,3165
USA,Mississippi,2021-02-27,m,0,1,Count,Deaths,0
USA,Mississippi,2021-02-27,m,1,4,Count,Deaths,0
USA,Mississippi,2021-02-27,m,5,10,Count,Deaths,1
USA,Mississippi,2021-02-27,m,15,10,Count,Deaths,9
USA,Mississippi,2021-02-27,m,25,10,Count,Deaths,30
USA,Mississippi,2021-02-27,m,35,10,Count,Deaths,74
USA,Mississippi,2021-02-27,m,45,10,Count,Deaths,191
USA,Mississippi,2021-02-27,m,55,10,Count,Deaths,503
USA,Mississippi,2021-02-27,m,65,10,Count,Deaths,978
USA,Mississippi,2021-02-27,m,75,10,Count,Deaths,1039
USA,Mississippi,2021-02-27,m,85,20,Count,Deaths,642
USA,Mississippi,2021-02-27,m,TOT,NA,Count,Deaths,3467
USA,Missouri,2021-02-27,b,0,1,Count,Deaths,1
USA,Missouri,2021-02-27,b,1,4,Count,Deaths,0
USA,Missouri,2021-02-27,b,5,10,Count,Deaths,1
USA,Missouri,2021-02-27,b,15,10,Count,Deaths,12
USA,Missouri,2021-02-27,b,25,10,Count,Deaths,30
USA,Missouri,2021-02-27,b,35,10,Count,Deaths,103
USA,Missouri,2021-02-27,b,45,10,Count,Deaths,269
USA,Missouri,2021-02-27,b,55,10,Count,Deaths,980
USA,Missouri,2021-02-27,b,65,10,Count,Deaths,2047
USA,Missouri,2021-02-27,b,75,10,Count,Deaths,2878
USA,Missouri,2021-02-27,b,85,20,Count,Deaths,3562
USA,Missouri,2021-02-27,b,TOT,NA,Count,Deaths,9883
USA,Missouri,2021-02-27,f,0,1,Count,Deaths,1
USA,Missouri,2021-02-27,f,1,4,Count,Deaths,0
USA,Missouri,2021-02-27,f,5,10,Count,Deaths,0
USA,Missouri,2021-02-27,f,15,10,Count,Deaths,7
USA,Missouri,2021-02-27,f,25,10,Count,Deaths,14
USA,Missouri,2021-02-27,f,35,10,Count,Deaths,39
USA,Missouri,2021-02-27,f,45,10,Count,Deaths,88
USA,Missouri,2021-02-27,f,55,10,Count,Deaths,390
USA,Missouri,2021-02-27,f,65,10,Count,Deaths,858
USA,Missouri,2021-02-27,f,75,10,Count,Deaths,1234
USA,Missouri,2021-02-27,f,85,20,Count,Deaths,2092
USA,Missouri,2021-02-27,f,TOT,NA,Count,Deaths,4722
USA,Missouri,2021-02-27,m,0,1,Count,Deaths,0
USA,Missouri,2021-02-27,m,1,4,Count,Deaths,0
USA,Missouri,2021-02-27,m,5,10,Count,Deaths,1
USA,Missouri,2021-02-27,m,15,10,Count,Deaths,6
USA,Missouri,2021-02-27,m,25,10,Count,Deaths,16
USA,Missouri,2021-02-27,m,35,10,Count,Deaths,64
USA,Missouri,2021-02-27,m,45,10,Count,Deaths,181
USA,Missouri,2021-02-27,m,55,10,Count,Deaths,590
USA,Missouri,2021-02-27,m,65,10,Count,Deaths,1189
USA,Missouri,2021-02-27,m,75,10,Count,Deaths,1644
USA,Missouri,2021-02-27,m,85,20,Count,Deaths,1470
USA,Missouri,2021-02-27,m,TOT,NA,Count,Deaths,5161
USA,Montana,2021-02-27,b,0,1,Count,Deaths,0
USA,Montana,2021-02-27,b,1,4,Count,Deaths,0
USA,Montana,2021-02-27,b,5,10,Count,Deaths,0
USA,Montana,2021-02-27,b,15,10,Count,Deaths,0
USA,Montana,2021-02-27,b,25,10,Count,Deaths,7
USA,Montana,2021-02-27,b,35,10,Count,Deaths,23
USA,Montana,2021-02-27,b,45,10,Count,Deaths,54
USA,Montana,2021-02-27,b,55,10,Count,Deaths,157
USA,Montana,2021-02-27,b,65,10,Count,Deaths,316
USA,Montana,2021-02-27,b,75,10,Count,Deaths,430
USA,Montana,2021-02-27,b,85,20,Count,Deaths,485
USA,Montana,2021-02-27,b,TOT,NA,Count,Deaths,1472
USA,Montana,2021-02-27,f,0,1,Count,Deaths,0
USA,Montana,2021-02-27,f,1,4,Count,Deaths,0
USA,Montana,2021-02-27,f,5,10,Count,Deaths,0
USA,Montana,2021-02-27,f,15,10,Count,Deaths,0
USA,Montana,2021-02-27,f,25,10,Count,Deaths,4
USA,Montana,2021-02-27,f,35,10,Count,Deaths,11
USA,Montana,2021-02-27,f,45,10,Count,Deaths,17
USA,Montana,2021-02-27,f,55,10,Count,Deaths,64
USA,Montana,2021-02-27,f,65,10,Count,Deaths,119
USA,Montana,2021-02-27,f,75,10,Count,Deaths,170
USA,Montana,2021-02-27,f,85,20,Count,Deaths,266
USA,Montana,2021-02-27,f,TOT,NA,Count,Deaths,651
USA,Montana,2021-02-27,m,0,1,Count,Deaths,0
USA,Montana,2021-02-27,m,1,4,Count,Deaths,0
USA,Montana,2021-02-27,m,5,10,Count,Deaths,0
USA,Montana,2021-02-27,m,15,10,Count,Deaths,0
USA,Montana,2021-02-27,m,25,10,Count,Deaths,3
USA,Montana,2021-02-27,m,35,10,Count,Deaths,12
USA,Montana,2021-02-27,m,45,10,Count,Deaths,37
USA,Montana,2021-02-27,m,55,10,Count,Deaths,93
USA,Montana,2021-02-27,m,65,10,Count,Deaths,197
USA,Montana,2021-02-27,m,75,10,Count,Deaths,260
USA,Montana,2021-02-27,m,85,20,Count,Deaths,219
USA,Montana,2021-02-27,m,TOT,NA,Count,Deaths,821
USA,Nebraska,2021-02-27,b,0,1,Count,Deaths,0
USA,Nebraska,2021-02-27,b,1,4,Count,Deaths,0
USA,Nebraska,2021-02-27,b,5,10,Count,Deaths,1
USA,Nebraska,2021-02-27,b,15,10,Count,Deaths,5
USA,Nebraska,2021-02-27,b,25,10,Count,Deaths,17
USA,Nebraska,2021-02-27,b,35,10,Count,Deaths,25
USA,Nebraska,2021-02-27,b,45,10,Count,Deaths,99
USA,Nebraska,2021-02-27,b,55,10,Count,Deaths,255
USA,Nebraska,2021-02-27,b,65,10,Count,Deaths,508
USA,Nebraska,2021-02-27,b,75,10,Count,Deaths,767
USA,Nebraska,2021-02-27,b,85,20,Count,Deaths,982
USA,Nebraska,2021-02-27,b,TOT,NA,Count,Deaths,2658
USA,Nebraska,2021-02-27,f,0,1,Count,Deaths,0
USA,Nebraska,2021-02-27,f,1,4,Count,Deaths,0
USA,Nebraska,2021-02-27,f,5,10,Count,Deaths,0
USA,Nebraska,2021-02-27,f,15,10,Count,Deaths,1
USA,Nebraska,2021-02-27,f,25,10,Count,Deaths,6
USA,Nebraska,2021-02-27,f,35,10,Count,Deaths,10
USA,Nebraska,2021-02-27,f,45,10,Count,Deaths,32
USA,Nebraska,2021-02-27,f,55,10,Count,Deaths,95
USA,Nebraska,2021-02-27,f,65,10,Count,Deaths,171
USA,Nebraska,2021-02-27,f,75,10,Count,Deaths,298
USA,Nebraska,2021-02-27,f,85,20,Count,Deaths,538
USA,Nebraska,2021-02-27,f,TOT,NA,Count,Deaths,1151
USA,Nebraska,2021-02-27,m,0,1,Count,Deaths,0
USA,Nebraska,2021-02-27,m,1,4,Count,Deaths,0
USA,Nebraska,2021-02-27,m,5,10,Count,Deaths,1
USA,Nebraska,2021-02-27,m,15,10,Count,Deaths,2
USA,Nebraska,2021-02-27,m,25,10,Count,Deaths,13
USA,Nebraska,2021-02-27,m,35,10,Count,Deaths,15
USA,Nebraska,2021-02-27,m,45,10,Count,Deaths,67
USA,Nebraska,2021-02-27,m,55,10,Count,Deaths,160
USA,Nebraska,2021-02-27,m,65,10,Count,Deaths,337
USA,Nebraska,2021-02-27,m,75,10,Count,Deaths,469
USA,Nebraska,2021-02-27,m,85,20,Count,Deaths,444
USA,Nebraska,2021-02-27,m,TOT,NA,Count,Deaths,1507
USA,Nevada,2021-02-27,b,0,1,Count,Deaths,0
USA,Nevada,2021-02-27,b,1,4,Count,Deaths,0
USA,Nevada,2021-02-27,b,5,10,Count,Deaths,1
USA,Nevada,2021-02-27,b,15,10,Count,Deaths,11
USA,Nevada,2021-02-27,b,25,10,Count,Deaths,42
USA,Nevada,2021-02-27,b,35,10,Count,Deaths,121
USA,Nevada,2021-02-27,b,45,10,Count,Deaths,346
USA,Nevada,2021-02-27,b,55,10,Count,Deaths,729
USA,Nevada,2021-02-27,b,65,10,Count,Deaths,1280
USA,Nevada,2021-02-27,b,75,10,Count,Deaths,1496
USA,Nevada,2021-02-27,b,85,20,Count,Deaths,972
USA,Nevada,2021-02-27,b,TOT,NA,Count,Deaths,4998
USA,Nevada,2021-02-27,f,0,1,Count,Deaths,0
USA,Nevada,2021-02-27,f,1,4,Count,Deaths,0
USA,Nevada,2021-02-27,f,5,10,Count,Deaths,0
USA,Nevada,2021-02-27,f,15,10,Count,Deaths,3
USA,Nevada,2021-02-27,f,25,10,Count,Deaths,19
USA,Nevada,2021-02-27,f,35,10,Count,Deaths,30
USA,Nevada,2021-02-27,f,45,10,Count,Deaths,93
USA,Nevada,2021-02-27,f,55,10,Count,Deaths,245
USA,Nevada,2021-02-27,f,65,10,Count,Deaths,444
USA,Nevada,2021-02-27,f,75,10,Count,Deaths,585
USA,Nevada,2021-02-27,f,85,20,Count,Deaths,464
USA,Nevada,2021-02-27,f,TOT,NA,Count,Deaths,1883
USA,Nevada,2021-02-27,m,0,1,Count,Deaths,0
USA,Nevada,2021-02-27,m,1,4,Count,Deaths,0
USA,Nevada,2021-02-27,m,5,10,Count,Deaths,1
USA,Nevada,2021-02-27,m,15,10,Count,Deaths,8
USA,Nevada,2021-02-27,m,25,10,Count,Deaths,23
USA,Nevada,2021-02-27,m,35,10,Count,Deaths,91
USA,Nevada,2021-02-27,m,45,10,Count,Deaths,253
USA,Nevada,2021-02-27,m,55,10,Count,Deaths,484
USA,Nevada,2021-02-27,m,65,10,Count,Deaths,836
USA,Nevada,2021-02-27,m,75,10,Count,Deaths,911
USA,Nevada,2021-02-27,m,85,20,Count,Deaths,508
USA,Nevada,2021-02-27,m,TOT,NA,Count,Deaths,3115
USA,New Hampshire,2021-02-27,b,0,1,Count,Deaths,0
USA,New Hampshire,2021-02-27,b,1,4,Count,Deaths,0
USA,New Hampshire,2021-02-27,b,5,10,Count,Deaths,0
USA,New Hampshire,2021-02-27,b,15,10,Count,Deaths,1
USA,New Hampshire,2021-02-27,b,25,10,Count,Deaths,2
USA,New Hampshire,2021-02-27,b,35,10,Count,Deaths,4
USA,New Hampshire,2021-02-27,b,45,10,Count,Deaths,16
USA,New Hampshire,2021-02-27,b,55,10,Count,Deaths,51
USA,New Hampshire,2021-02-27,b,65,10,Count,Deaths,183
USA,New Hampshire,2021-02-27,b,75,10,Count,Deaths,351
USA,New Hampshire,2021-02-27,b,85,20,Count,Deaths,581
USA,New Hampshire,2021-02-27,b,TOT,NA,Count,Deaths,1188
USA,New Hampshire,2021-02-27,f,0,1,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,1,4,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,5,10,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,15,10,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,25,10,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,35,10,Count,Deaths,0
USA,New Hampshire,2021-02-27,f,45,10,Count,Deaths,3
USA,New Hampshire,2021-02-27,f,55,10,Count,Deaths,10
USA,New Hampshire,2021-02-27,f,65,10,Count,Deaths,72
USA,New Hampshire,2021-02-27,f,75,10,Count,Deaths,152
USA,New Hampshire,2021-02-27,f,85,20,Count,Deaths,356
USA,New Hampshire,2021-02-27,f,TOT,NA,Count,Deaths,593
